,Unnamed: 0,direction,transfer_date,transfer_time,transaction_amount,localite,caller_msisdn,corresp_msisdn
176,254,OUT,20210727,123852,1100.0,,fdf5bc6c28b69648e78a8144af62cab8,1f03a6e27b788f645ae53fb0a03459e4
177,259,IN,20220426,190224,5000.0,DAKAR PLATEAU/DAKAR/DAKAR,b612c12c1a2fa9091b1e890e2c0cc78b,cb866e9228f5679260625700532d651e
178,802,IN,20211209,191019,2000.0,KAOLACK/KAOLACK/KAOLACK,892bb596c89260b74f5eea4cd550fb94,83e0f12e0bfc077fc7fefcb51ca2bbd6
179,677,OUT,20210710,115520,30000.0,,267f1c4feb9ac8798f8bfae14e73faea,8ba6e095dfee4889dafee94053dddb41
180,494,OUT,20220530,160541,2000.0,DAKAR PLATEAU/DAKAR/DAKAR,a72a12c8924f62fd7872d9de53c800dd,b7d766ca91a05fe6aefa1bcdfc5d0f8e
181,670,OUT,20211021,152354,200.0,,cb866e9228f5679260625700532d651e,ffda7e2f2a06386399f1224fc368d856
182,377,OUT,20220522,182931,690.0,OUROSSOGUI/MATAM/MATAM,2ad55671f0b829569792dff18e7fd010,be138358d654c79101ec7e817a70e4bf
183,526,OUT,20210727,170200,3500.0,,f4b1b40820fdf9fd67b65c1e4236b810,cbfd72d86feca2848d6acb33d93325a0
184,845,IN,20220604,221144,2000.0,DAKAR PLATEAU/DAKAR/DAKAR,dce5cd0df45c125c3479dc49cd09006a,49035713f999acb1614ff4e66680afac
185,137,IN,20220130,123906,5250.0,FONGOLEMBI/KEDOUGOU/KEDOUGOU,9d70029deda008a25a95f42a88ae1574,b7d766ca91a05fe6aefa1bcdfc5d0f8e
186,355,OUT,20220715,130642,5000.0,THIAROYE/PIKINE/DAKAR,d2c2b8446aefda434c1c6797d3cd4f66,99af31a92a70a4ef8e01f6d26352fabe
187,365,OUT,20210728,121926,1300.0,,ba818863c3ccaa67032187372dbfdc20,a04e0fe4b2e08549d464cc3c4263143f
188,942,IN,20220207,125320,133929.0,OUROSSOGUI/MATAM/MATAM,8ba6e095dfee4889dafee94053dddb41,88e8fb20a33a9db22908c25de4a56bbe
189,749,OUT,20210709,150253,20000.0,,5f57e6fdb3e378c373f3c99cc4b40a10,3a5ac76f6c2ff34157af4683608d2f26
190,948,IN,20220718,192652,90000.0,,8ba6e095dfee4889dafee94053dddb41,a1d66c0dac76c52edc250a70c2480981
191,829,IN,20210726,222408,2100.0,,203049540ea164d625d6173e668c3e13,4a80a47af5a2953543fc0efb2a2ab28d
192,656,OUT,20211006,224140,5050.0,,dc9c8b256477a4778b343e3339dca04b,143ba0d61b0ca395517f51c5158b6ea4
193,199,OUT,20220417,120359,6000.0,DAKAR PLATEAU/DAKAR/DAKAR,631ed249c89e4bab455e1e00b9bd16f9,0cd259105dbbc322d69fa621f79be4b0
194,213,IN,20211109,103123,6000.0,THIAROYE/PIKINE/DAKAR,cfc46e8c9ec271f6df283fb88265993f,ee35ec8cea548b98513dc7ec449a9608
195,408,OUT,20211206,175010,22000.0,OUROSSOGUI/MATAM/MATAM,a612ffac19b790268ed7ccb758fe7a92,8e505e49f25e0f4633b0e5f95ec893fa
196,332,OUT,20220413,222851,3000.0,OUROSSOGUI/MATAM/MATAM,40a4e913e3fc7ba038663f12fd010732,7629afa5c8148d6ab12998041bfa46de
197,208,OUT,20211222,185754,1300.0,FONGOLEMBI/KEDOUGOU/KEDOUGOU,cbfd72d86feca2848d6acb33d93325a0,df0c97d1e2b033ed7a7d268fa8510f93
198,613,OUT,20210814,132824,25500.0,,2507309c03839d2a5a1b2ede3244cbd0,7fcc76ea3b7431ed528eff93cbf98456
199,78,OUT,20220501,13503,500.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,973991a198189bed07774e3dcbb6a13c,cbfd72d86feca2848d6acb33d93325a0
200,29,IN,20211229,222633,7000.0,OUROSSOGUI/MATAM/MATAM,3949091629d43d04d18f586466b126d3,6d30507999d54714fa6e788de0feea09
201,535,OUT,20211105,224706,2000.0,DAKAR PLATEAU/DAKAR/DAKAR,8563676fc05de5efe509cf94d308cbb8,9d70029deda008a25a95f42a88ae1574
202,695,OUT,20220704,210534,14500.0,KAOLACK/KAOLACK/KAOLACK,e80cba90d46b9d85face2d5be5ee4896,91d0b36d4498a50b0eeaf2804eb3da84
203,557,OUT,20220514,151049,25500.0,DAKAR PLATEAU/DAKAR/DAKAR,728c469502a03b4941f36f7389264e46,aad94c4b27b74ed5b5cbe37580d56dde
204,836,IN,20220508,153840,3000.0,KAOLACK/KAOLACK/KAOLACK,203049540ea164d625d6173e668c3e13,43fe10970ea16b02e99496e7bb83d1b7
205,596,IN,20211228,145216,32100.0,PIKINE DAGOUDANE/PIKINE/DAKAR,572c814ef489a78ff2ea27b5915d76e5,4260b4bc8bd3b693e2223dc71e95c469
206,165,OUT,20210830,135617,14650.0,,2871d253f854de1ba940279da50ae770,c887b322aeacc4e968b52a1421737b2e
207,918,OUT,20211005,221801,5050.0,,996830aef8cde2e34086dc78f6b9bafc,acf01b9a160d4ef1ae7cb0cf2d6149e9
208,495,OUT,20220530,152531,2000.0,DAKAR PLATEAU/DAKAR/DAKAR,a72a12c8924f62fd7872d9de53c800dd,577fecc20a3d029267e516beab810679
209,824,OUT,20220105,181635,1000.0,OUROSSOGUI/MATAM/MATAM,4f6dc4b51afbcd5245ac71f341464acf,15f4737426b1635110b67886e35afe25
210,65,IN,20211211,181223,500.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,6d32161a99797bd8c2cdbc64e3fe4d77,547c94a83ab36338bf36315080514758
211,141,OUT,20220130,193717,500.0,FONGOLEMBI/KEDOUGOU/KEDOUGOU,9d70029deda008a25a95f42a88ae1574,07d7e6ebd4c4cf641e4461bd4bb1549a
212,925,IN,20210801,92021,16000.0,,8ba6e095dfee4889dafee94053dddb41,8ba6e095dfee4889dafee94053dddb41
213,827,IN,20210726,171159,8690.0,,203049540ea164d625d6173e668c3e13,99af31a92a70a4ef8e01f6d26352fabe
214,655,OUT,20210709,224755,500.0,,dc9c8b256477a4778b343e3339dca04b,ee35ec8cea548b98513dc7ec449a9608
215,331,IN,20211201,204613,49500.0,OUROSSOGUI/MATAM/MATAM,40a4e913e3fc7ba038663f12fd010732,87344f194cc855ea59e74ac8d692efd6
216,664,OUT,20211009,211644,12150.0,,60b85a399415cf48048d69dc3c776769,ee35ec8cea548b98513dc7ec449a9608
217,249,IN,20220302,85253,20000.0,DAKAR PLATEAU/DAKAR/DAKAR,2bb43172895d450bfcfeacb87b168632,91d0b36d4498a50b0eeaf2804eb3da84
218,907,IN,20220701,233343,40000.0,DAKAR PLATEAU/DAKAR/DAKAR,ce787721d00e378e6e1660bb0eba14b7,c44f01179a6816b7ee5acba21f0e2880
219,708,OUT,20220729,230607,250.0,THIAROYE/PIKINE/DAKAR,3cb47980b03fd2ffb28607d83e22bced,bfdab1c01d3fd6d6cd1c48707d6f9bd4
220,305,OUT,20211109,175810,5000.0,OUROSSOGUI/MATAM/MATAM,4bb8afc3ab4e84149fe8cdc19368d2d1,dffa843c255c842656724514d5850a81
221,734,OUT,20220403,155036,500.0,KAOLACK/KAOLACK/KAOLACK,7629afa5c8148d6ab12998041bfa46de,bfdab1c01d3fd6d6cd1c48707d6f9bd4
222,975,IN,20211026,124154,3000.0,,a1d66c0dac76c52edc250a70c2480981,ee35ec8cea548b98513dc7ec449a9608
223,49,OUT,20210903,153850,1100.0,,697e27c7532c817a352ca9883cea4b9a,5fc34be6a59a7c05c1d81b22a70895ad
224,896,OUT,20210820,191532,5000.0,,ce787721d00e378e6e1660bb0eba14b7,a72a12c8924f62fd7872d9de53c800dd
225,2,OUT,20220130,225928,400.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,5fc34be6a59a7c05c1d81b22a70895ad,2009574c9633d4cd3432f682494d9811
226,544,OUT,20220503,202006,5000.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,7133431e5571fa4ac066d4779daa426c,892bb596c89260b74f5eea4cd550fb94
227,350,OUT,20220330,192434,3400.0,OUROSSOGUI/MATAM/MATAM,88e8fb20a33a9db22908c25de4a56bbe,5662b4e99b0db3b51b99493a09e09d5c
228,904,OUT,20220701,233459,40000.0,DAKAR PLATEAU/DAKAR/DAKAR,ce787721d00e378e6e1660bb0eba14b7,0930af6baa004e2547ecb5c309338922
229,536,OUT,20220608,184233,2000.0,DAKAR PLATEAU/DAKAR/DAKAR,8563676fc05de5efe509cf94d308cbb8,554a24d30d0901673a9db3e1e91d579e
230,344,OUT,20220331,221951,2000.0,NDOFFANE/KAOLACK/KAOLACK,32c36c2f61e08cd4acce9dadca859ff7,ee35ec8cea548b98513dc7ec449a9608
231,994,IN,20220202,172350,20000.0,ALMADIES/DAKAR/DAKAR,ffb1055fa14d47150eb1209552721111,90cb8fe22ac5c267e4ba106f964ddefa
232,481,IN,20211021,31450,7060.0,,ab4351d5e60ac521942185ba4e0a770d,892bb596c89260b74f5eea4cd550fb94
233,575,OUT,20220202,132908,1000.0,OUROSSOGUI/MATAM/MATAM,8c88ceb44a261430990b5c7077f8cb05,bf31376f4def43b5c923180731f7c559
234,33,IN,20220511,134742,500.0,OUROSSOGUI/MATAM/MATAM,1a143177fbb624857af94b8941a1c2aa,d37e60bc2846cc5983e5b4e532a064ea
235,31,IN,20210817,131122,5050.0,,b8c770927e1b838fd25704a4d3d36c96,1be12fc71f8a296b72cf4c0a00587f51
236,231,OUT,20220509,92611,100000.0,DAKAR PLATEAU/DAKAR/DAKAR,7fa26c515cd0fffff5c05891fc16e416,9601de7e2ceb2d72e5dec6c805e50dba
237,963,OUT,20220315,173319,4950.0,SAINT LOUIS/SAINT LOUIS/SAINT-LOUIS,143ba0d61b0ca395517f51c5158b6ea4,7133431e5571fa4ac066d4779daa426c
238,192,IN,20220731,212602,1000.0,DAKAR PLATEAU/DAKAR/DAKAR,ee35ec8cea548b98513dc7ec449a9608,e1d813927c2ade1c1fdbb2a9639b4675
239,333,OUT,20220413,225216,550.0,OUROSSOGUI/MATAM/MATAM,40a4e913e3fc7ba038663f12fd010732,7d6d9b1a1d2187c4e43c1c7f5b0aa8c8
240,3,OUT,20220130,215503,500.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,5fc34be6a59a7c05c1d81b22a70895ad,48f2f8a09711f5c259c19bb7005b19b6
241,204,IN,20220120,174825,20000.0,KAOLACK/KAOLACK/KAOLACK,3a5ac76f6c2ff34157af4683608d2f26,ff0d05325a1650db8a0b58efa5b331f7
242,514,OUT,20220517,122419,1500.0,,48f2f8a09711f5c259c19bb7005b19b6,0ca8d979e08474c1850fe7d2834ff5c0
243,799,OUT,20211209,122023,1000.0,KAOLACK/KAOLACK/KAOLACK,892bb596c89260b74f5eea4cd550fb94,cf506ba2da0950fbf04bc219ab1277f1
244,306,IN,20211109,180157,5100.0,OUROSSOGUI/MATAM/MATAM,4bb8afc3ab4e84149fe8cdc19368d2d1,7629afa5c8148d6ab12998041bfa46de
245,109,OUT,20210723,211703,100.0,,99af31a92a70a4ef8e01f6d26352fabe,8ba6e095dfee4889dafee94053dddb41
246,430,OUT,20210814,160856,500.0,,3a12721c28318a0bdfc34ad2f3b1e9a8,ebd8a25f41ac9f21760a47a37483f385
247,77,OUT,20220501,233406,500.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,973991a198189bed07774e3dcbb6a13c,f3049231d971a8993f47d7deeeecadfe
248,84,IN,20220412,184758,10000.0,BANDAFASSI/KEDOUGOU/KEDOUGOU,882f84cc18bb4e2f50019343834ecc75,2ad55671f0b829569792dff18e7fd010
249,286,IN,20211011,125134,2000.0,,0a86a4046688c98c30e9374a7b310561,8ba6e095dfee4889dafee94053dddb41
250,82,IN,20220208,123625,5000.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,86250e14ac7ce5041c4fa11c13db3fe6,3cb47980b03fd2ffb28607d83e22bced
251,991,OUT,20211122,203905,1000.0,THIAROYE/PIKINE/DAKAR,ffb1055fa14d47150eb1209552721111,91d0b36d4498a50b0eeaf2804eb3da84
252,789,IN,20211124,235354,20000.0,THIAROYE/PIKINE/DAKAR,e165a94e20a9ce59a78c1727efb2284f,940f33ff92945e5e81f5122b966ea06f
253,894,OUT,20220502,93707,3009.0,OUROSSOGUI/MATAM/MATAM,e652681db08c7ab964dde00b8930d2f2,cbfd72d86feca2848d6acb33d93325a0
254,398,OUT,20220112,144248,1000.0,OUROSSOGUI/MATAM/MATAM,5bb403747dca223b753621f9c2957e5b,05af1d0e10a5beaa98304acd2bfa6467
255,323,OUT,20211127,104517,200.0,OUROSSOGUI/MATAM/MATAM,40a4e913e3fc7ba038663f12fd010732,5fc34be6a59a7c05c1d81b22a70895ad
256,519,OUT,20220322,184245,500.0,THIAROYE/PIKINE/DAKAR,5c4944a94e2466b0fa55cfaa90b43b79,8c2c00021b6cf7b851152c2602b698b8
257,916,OUT,20210820,125137,20000.0,,996830aef8cde2e34086dc78f6b9bafc,203049540ea164d625d6173e668c3e13
258,922,IN,20210801,135557,13500.0,,8ba6e095dfee4889dafee94053dddb41,2d51b152d17b386082799137aaaba05f
259,5,OUT,20220702,142350,500.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,5fc34be6a59a7c05c1d81b22a70895ad,c49adc9fb9a3439bf52c84fe0ab999cb
260,731,OUT,20220320,134848,2400.0,KAOLACK/KAOLACK/KAOLACK,7629afa5c8148d6ab12998041bfa46de,f816114f3c5736cff752c95899c0994e
261,465,IN,20220124,192903,3000.0,THIAROYE/PIKINE/DAKAR,61a77edab43843916696abf7358af6f0,b9a7eed7c5eec7746a7c5dd8a49cd427
262,97,OUT,20210921,224909,3500.0,,8c2c00021b6cf7b851152c2602b698b8,cb866e9228f5679260625700532d651e
263,266,IN,20211007,134014,1020.0,,43fe10970ea16b02e99496e7bb83d1b7,c887b322aeacc4e968b52a1421737b2e
264,357,OUT,20211014,184305,2000.0,,90cb8fe22ac5c267e4ba106f964ddefa,8a10ed489e2d229f866f2e137edc60ce
265,868,OUT,20211117,174243,300.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,87344f194cc855ea59e74ac8d692efd6,9b068ee89d6b01715bd22b26ba06f636
266,798,OUT,20211209,121002,2000.0,KAOLACK/KAOLACK/KAOLACK,892bb596c89260b74f5eea4cd550fb94,973991a198189bed07774e3dcbb6a13c
267,380,IN,20220522,113653,4000.0,OUROSSOGUI/MATAM/MATAM,2ad55671f0b829569792dff18e7fd010,096a69a465e54eeceaceacd092cd0fbc
268,631,OUT,20220331,173634,5933.0,TOUBACOUTA/FOUNDIOUGNE/FATICK,0e5a8feb27739feaba1012f058662ad1,a612ffac19b790268ed7ccb758fe7a92
269,381,IN,20220522,180847,2000.0,OUROSSOGUI/MATAM/MATAM,2ad55671f0b829569792dff18e7fd010,2ad55671f0b829569792dff18e7fd010
270,490,IN,20211202,144803,7000.0,SALDE/PODOR/SAINT-LOUIS,df0c97d1e2b033ed7a7d268fa8510f93,eaaeacb216722ee63b20c537325f728a
271,118,OUT,20210727,160733,5000.0,,acf01b9a160d4ef1ae7cb0cf2d6149e9,cb866e9228f5679260625700532d651e
272,900,IN,20210820,142205,300000.0,,ce787721d00e378e6e1660bb0eba14b7,ac17e28d7a22e7fb803540f9bf2e769d
273,250,OUT,20220302,134131,10000.0,DAKAR PLATEAU/DAKAR/DAKAR,2bb43172895d450bfcfeacb87b168632,8ba6e095dfee4889dafee94053dddb41
274,523,OUT,20220321,134354,5000.0,BANDAFASSI/KEDOUGOU/KEDOUGOU,698af5af25e435f0b0b129397d2d9b58,0e165674dac3504b848f428f3dcc0c85
275,9,OUT,20220702,111122,2000.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,5fc34be6a59a7c05c1d81b22a70895ad,6487fabadb2802ad2256190bcb39ca73
276,196,IN,20211209,100304,20000.0,DAKAR PLATEAU/DAKAR/DAKAR,dc1d48f65a73a23f6f235e8d758d2be1,8c2c00021b6cf7b851152c2602b698b8
277,603,IN,20220604,220852,2000.0,DAKAR PLATEAU/DAKAR/DAKAR,572c814ef489a78ff2ea27b5915d76e5,f7063663b5df603c2ca0c02fbd2adf0e
278,81,IN,20211225,113527,4000.0,THIAROYE/PIKINE/DAKAR,0e165674dac3504b848f428f3dcc0c85,dc9c8b256477a4778b343e3339dca04b
279,783,IN,20220621,124348,300.0,OUROSSOGUI/MATAM/MATAM,5662f3a39088edc6fc9900775b3b3370,267f1c4feb9ac8798f8bfae14e73faea
280,587,IN,20210729,190833,1520.0,,bdab0fe5bff7a4db4e53d807fa1f1b8b,7e487aedaa39287722e7e0c8fdae83c2
281,797,IN,20210902,221107,500.0,,892bb596c89260b74f5eea4cd550fb94,a72a12c8924f62fd7872d9de53c800dd
282,239,OUT,20211019,230051,1000.0,,b79033fc5e74db5eb74c1a993861bc18,a612ffac19b790268ed7ccb758fe7a92
283,290,OUT,20220619,150730,1300.0,NDAME/MBACKE/DIOURBEL,0a86a4046688c98c30e9374a7b310561,683f8b2f9b3f00f44709fa4a43287db4
284,211,OUT,20220219,130955,500.0,FONGOLEMBI/KEDOUGOU/KEDOUGOU,cbfd72d86feca2848d6acb33d93325a0,7629afa5c8148d6ab12998041bfa46de
285,717,OUT,20210904,165519,1000.0,,7629afa5c8148d6ab12998041bfa46de,6487fabadb2802ad2256190bcb39ca73
286,359,OUT,20220614,185519,2000.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,05af1d0e10a5beaa98304acd2bfa6467,996830aef8cde2e34086dc78f6b9bafc
287,449,OUT,20211221,204633,9500.0,KAOLACK/KAOLACK/KAOLACK,a6f2965d3b68661147a65662cf840a1f,cb807adae9ec8c9bee474af69ad10459
288,227,IN,20220608,201038,7000.0,THIAROYE/PIKINE/DAKAR,703eec2c8b2ab9e0792296363d6fc9d0,f717f9c7988e68c8b72afdb4a985e6bb
289,950,IN,20220718,82837,62500.0,,8ba6e095dfee4889dafee94053dddb41,2d51b152d17b386082799137aaaba05f
290,946,IN,20220718,214,69400.0,,8ba6e095dfee4889dafee94053dddb41,36e2bb793d4bc4506b4e95318e068a23
291,796,OUT,20210902,230223,500.0,,892bb596c89260b74f5eea4cd550fb94,9da3a5d6c6439e4057154ab390302136
292,501,OUT,20220522,125048,5000.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,a49d738cbd86b46307fae11ae77d2988,8563676fc05de5efe509cf94d308cbb8
293,464,IN,20210720,154429,2530.0,,b7de9aa89b65d2e0ece8f991e4321857,90cb8fe22ac5c267e4ba106f964ddefa
294,362,OUT,20220419,212008,1000.0,DAKAR PLATEAU/DAKAR/DAKAR,b58b587be09e5c1963bf4deba19597cc,d37e60bc2846cc5983e5b4e532a064ea
295,468,IN,20210706,212447,1020.0,,39a0fe0d44af7583c7e02e7e98a23be6,5c4944a94e2466b0fa55cfaa90b43b79
296,935,IN,20211025,81853,2000.0,,8ba6e095dfee4889dafee94053dddb41,9d70029deda008a25a95f42a88ae1574
297,428,OUT,20220617,224954,1000.0,KAOLACK/KAOLACK/KAOLACK,5b6d97962f8954652062b1f4349a5ffa,5fc34be6a59a7c05c1d81b22a70895ad
298,7,IN,20220702,110338,2000.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,5fc34be6a59a7c05c1d81b22a70895ad,7629afa5c8148d6ab12998041bfa46de
299,155,OUT,20220216,175418,1000.0,BANDAFASSI/KEDOUGOU/KEDOUGOU,fd7fcf1dcbc2d0891f85cf0e279181f6,acf01b9a160d4ef1ae7cb0cf2d6149e9
300,541,OUT,20210902,80836,4550.0,,ca298dfc317bf982b1d37dc47449a3df,d166783287500055bd2ef7bbfb962be3
301,440,OUT,20220602,134542,600.0,BANDAFASSI/KEDOUGOU/KEDOUGOU,08713e900b728419733e8d89a5025ffc,ee35ec8cea548b98513dc7ec449a9608
302,482,OUT,20211111,214859,500.0,THIAROYE/PIKINE/DAKAR,f4ec79935e10d0ce8b1abd84b8434337,6d32161a99797bd8c2cdbc64e3fe4d77
303,422,OUT,20220420,101654,5000.0,NGOTHIE/KAOLACK/KAOLACK,864342016bff7ac04fd449219c23a47e,cb807adae9ec8c9bee474af69ad10459
304,778,OUT,20211129,210102,5000.0,DAKAR PLATEAU/DAKAR/DAKAR,db83248589b0b4895d3f040a77a01d9a,4ad2b9a33c1dd57a7ae08e2d68622c3a
305,949,IN,20220718,111238,14881.0,,8ba6e095dfee4889dafee94053dddb41,cf506ba2da0950fbf04bc219ab1277f1
306,334,OUT,20220603,82241,25000.0,DAKAR PLATEAU/DAKAR/DAKAR,abe44f37af825fdabb5e46c0480b44ef,aa831faf2541bf3b8b1035e4888f34a6
307,576,IN,20220202,122018,1000.0,OUROSSOGUI/MATAM/MATAM,8c88ceb44a261430990b5c7077f8cb05,ebd8a25f41ac9f21760a47a37483f385
308,934,IN,20211025,105812,13150.0,,8ba6e095dfee4889dafee94053dddb41,ce787721d00e378e6e1660bb0eba14b7
309,567,OUT,20211021,181953,3000.0,,0093a6e6a0e5e7fd5390f066bbb158c2,d166783287500055bd2ef7bbfb962be3
310,594,IN,20220529,173729,20000.0,KAOLACK/KAOLACK/KAOLACK,d166783287500055bd2ef7bbfb962be3,b7945dfdda2e4a6cdae3e4eaf2c25141
311,530,IN,20210717,123010,80000.0,,554a24d30d0901673a9db3e1e91d579e,40a4e913e3fc7ba038663f12fd010732
312,581,OUT,20210719,120447,24750.0,,6d85ea8347c4e73a1833b6eddd077a71,ffb1055fa14d47150eb1209552721111
313,707,OUT,20220729,173724,500.0,THIAROYE/PIKINE/DAKAR,3cb47980b03fd2ffb28607d83e22bced,a49d738cbd86b46307fae11ae77d2988
314,448,IN,20210817,180857,10000.0,,c2dd1ce06f379de297157e28809ecb03,ffb1055fa14d47150eb1209552721111
315,453,OUT,20210714,160639,1500.0,,ff30d8c16c95df3eca7fd73b76094bbb,171877c06f5354d5aaa023063d73dfc7
316,228,OUT,20220227,185010,1500.0,DAKAR PLATEAU/DAKAR/DAKAR,7fa26c515cd0fffff5c05891fc16e416,87344f194cc855ea59e74ac8d692efd6
317,352,OUT,20220330,174003,1100.0,OUROSSOGUI/MATAM/MATAM,88e8fb20a33a9db22908c25de4a56bbe,dc1d48f65a73a23f6f235e8d758d2be1
318,728,IN,20220214,213115,1000.0,KAOLACK/KAOLACK/KAOLACK,7629afa5c8148d6ab12998041bfa46de,40a4e913e3fc7ba038663f12fd010732
319,212,OUT,20211109,103922,6700.0,THIAROYE/PIKINE/DAKAR,cfc46e8c9ec271f6df283fb88265993f,6487fabadb2802ad2256190bcb39ca73
320,79,OUT,20220501,4900,500.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,973991a198189bed07774e3dcbb6a13c,475688f6b066059425d3bdb31db35604
321,148,OUT,20220604,194255,1000.0,KEDOUGOU/KEDOUGOU/KEDOUGOU,1be12fc71f8a296b72cf4c0a00587f51,66cd929f2fe4b48e27c1f717cbbf51de
322,302,OUT,20210924,225115,600.0,,31626793d3b118ee2791584781bf38aa,aef1123795c1d3f23cce76876d6c0bc0
323,628,IN,20211228,195150,30000.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,d52de39135faaec312a2d514a06da35e,efb4280aac3611cf1bee219df5f93c9d
324,777,IN,20211129,175430,2500.0,DAKAR PLATEAU/DAKAR/DAKAR,db83248589b0b4895d3f040a77a01d9a,87344f194cc855ea59e74ac8d692efd6
325,506,IN,20220423,140555,2000.0,OUROSSOGUI/MATAM/MATAM,737217c25b3b54ba09e5cb25a43805d4,8a10ed489e2d229f866f2e137edc60ce
326,342,IN,20210729,173532,3000.0,,b9a703c9dc69ab44bb42f72e5bf3480c,8e65c1a0d5f3dc5b158a4ad486f4fb9c
327,485,OUT,20210716,43455,1000.0,,6d30507999d54714fa6e788de0feea09,171877c06f5354d5aaa023063d73dfc7
328,711,OUT,20220325,124415,2000.0,DAKAR PLATEAU/DAKAR/DAKAR,b7d766ca91a05fe6aefa1bcdfc5d0f8e,d10dbf3bd64c96c57489570c92f77a3e
329,133,IN,20220410,115406,1000.0,KEDOUGOU/KEDOUGOU/KEDOUGOU,83e0f12e0bfc077fc7fefcb51ca2bbd6,9d0c3e827df287326921834699fb7653
330,703,IN,20220105,195056,3000.0,THIAROYE/PIKINE/DAKAR,a4e2982314f6d602e4e842d95c045323,d52de39135faaec312a2d514a06da35e
331,311,IN,20211211,124807,1000.0,KEDOUGOU/KEDOUGOU/KEDOUGOU,95b70559d074b28e05d41a7a3ffe2bdc,88e8fb20a33a9db22908c25de4a56bbe
332,722,IN,20220123,141712,2500.0,KAOLACK/KAOLACK/KAOLACK,7629afa5c8148d6ab12998041bfa46de,698af5af25e435f0b0b129397d2d9b58
333,629,OUT,20211108,115221,161000.0,DAKAR PLATEAU/DAKAR/DAKAR,1902f56237df8a652a6ba1c0f1093662,15f4737426b1635110b67886e35afe25
334,0,IN,20220516,84517,20000.0,FONGOLEMBI/KEDOUGOU/KEDOUGOU,1adecff228548e8fa34eb5dad592ca89,1a143177fbb624857af94b8941a1c2aa
335,316,OUT,20211127,111328,36850.0,OUROSSOGUI/MATAM/MATAM,40a4e913e3fc7ba038663f12fd010732,be138358d654c79101ec7e817a70e4bf
336,706,OUT,20220729,132905,500.0,THIAROYE/PIKINE/DAKAR,3cb47980b03fd2ffb28607d83e22bced,c44f01179a6816b7ee5acba21f0e2880
337,547,OUT,20220612,182505,100.0,DAKAR PLATEAU/DAKAR/DAKAR,8900eccba5ed11be7b9b299b09231e57,32c36c2f61e08cd4acce9dadca859ff7
338,872,OUT,20211202,170953,200.0,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,87344f194cc855ea59e74ac8d692efd6,892bb596c89260b74f5eea4cd550fb94
339,532,IN,20211105,105031,1000.0,DAKAR PLATEAU/DAKAR/DAKAR,8563676fc05de5efe509cf94d308cbb8,b4dab53d12a2dcc571e126055f8f2458
340,477,OUT,20210731,190549,1500.0,,be138358d654c79101ec7e817a70e4bf,2009574c9633d4cd3432f682494d9811
341,404,OUT,20210815,164847,2500.0,,3968d5ec1798ad6afa498bfa1a81b5df,8c88ceb44a261430990b5c7077f8cb05
342,172,OUT,20210828,121712,5000.0,,403beb74c00b6fabbaf3a05d9b3faeb7,9601de7e2ceb2d72e5dec6c805e50dba
343,125,OUT,20220726,213023,2000.0,MBADAKHOUNE/GUINGUINEO/KAOLACK,9cc95e5307e1a7b6867d2ae8c03385a7,1e8320148c9258bb7e75b5fb100f61ab
344,394,IN,20220505,200423,20000.0,DAKAR PLATEAU/DAKAR/DAKAR,577fecc20a3d029267e516beab810679,646dd1fa140540788477ae9c68fcd21e
345,420,OUT,20220420,131052,3200.0,NGOTHIE/KAOLACK/KAOLACK,864342016bff7ac04fd449219c23a47e,6487fabadb2802ad2256190bcb39ca73
346,552,OUT,20220711,202818,198000.0,,646dd1fa140540788477ae9c68fcd21e,1902f56237df8a652a6ba1c0f1093662
347,903,IN,20210902,122450,5000.0,,ce787721d00e378e6e1660bb0eba14b7,dce5cd0df45c125c3479dc49cd09006a
348,90,OUT,20210902,210423,100.0,,8f050a2b2b1c9d170c626b86a17ba6d8,dbc1ff416656303e1a9b1e6168ad1be8
349,939,OUT,20220207,163627,1500.0,OUROSSOGUI/MATAM/MATAM,8ba6e095dfee4889dafee94053dddb41,be811de5b2177862501f7e0cc405a982
350,181,OUT,20220131,195017,3000.0,DAKAR PLATEAU/DAKAR/DAKAR,ee35ec8cea548b98513dc7ec449a9608,646dd1fa140540788477ae9c68fcd21e
351,274,OUT,20220622,121804,5000.0,KAOLACK/KAOLACK/KAOLACK,32fae1687329a2526446697fc63b6edb,ffda7e2f2a06386399f1224fc368d856
