,traffic_type,traffic_direction,msisdn,call_date,call_time,duree,ms_location,timestamp
29,SMS,ENTRANT,0fb4f505984e7a75c2c65947ad37bf7b,20210720,201605,1.0,608-01-09042-62813,2021-07-20 20:16:05
535,SMS,ENTRANT,e8b8fb9d7bcf0c152c81a12764341e38,20210720,231942,1.0,608-01-00720-09901,2021-07-20 23:19:42
695,VOIX,SORTANT,99bbbe36862cd54d6af25a6d2aea7dca,20210720,145844,60.0,608-01-09000-00431,2021-07-20 14:58:44
557,VOIX,ENTRANT,6d21c11732a6a7268d0e812dab780e9c,20210720,174401,78.0,608-01-09003-40114,2021-07-20 17:44:01
836,VOIX,SORTANT,32b80cf57c83e3be96b53d95fdc63d2f,20210720,122312,77.0,608-01-00164-19572,2021-07-20 12:23:12
596,VOIX,SORTANT,4eff3b131e338ac86c83ac1200f8d386,20210720,133833,229.0,608-01-00407-24347,2021-07-20 13:38:33
165,VOIX,SORTANT,df2b40245657b2cd646ae16e8c02291b,20210720,141509,1.0,608-01-09040-34673,2021-07-20 14:15:09
918,VOIX,ENTRANT,81cfee2f5c08d199bb491a7dfa566ed2,20210720,110119,95.0,608-01-09001-05287,2021-07-20 11:01:19
495,SMS,ENTRANT,04057ef23d7222dc22d53b5689bd76ce,20210720,202027,1.0,608-01-09036-17038,2021-07-20 20:20:27
824,SMS,ENTRANT,0d1b5fef17b556a7fd61872acab40106,20210720,123013,1.0,608-01-09020-30231,2021-07-20 12:30:13
65,SMS,ENTRANT,6d8f723fdfba9e9215cc62865766420c,20210720,122143,1.0,608-01-00825-19826,2021-07-20 12:21:43
141,VOIX,ENTRANT,97d3bb163b2063db5fa236211f11b3a7,20210720,111752,33.0,608-01-00601-25007,2021-07-20 11:17:52
925,VOIX,SORTANT,6ba4fbb5171d6d667145e739ac62349e,20210720,160351,12.0,608-01-09007-42015,2021-07-20 16:03:51
827,VOIX,SORTANT,e9c849485929d9fc5efcca183a0f7e7b,20210720,193444,1.0,608-01-00226-28496,2021-07-20 19:34:44
655,VOIX,SORTANT,f680f1ea62c5815933627553e6f52982,20210720,131444,32.0,608-01-09040-25092,2021-07-20 13:14:44
331,SMS,ENTRANT,63abeff91fe7fff6b1739fadabf9827b,20210720,105229,1.0,608-01-09020-24841,2021-07-20 10:52:29
664,SMS,ENTRANT,8dd0978118b91fa29ab5a00afd41a95c,20210720,233153,1.0,608-01-00408-26017,2021-07-20 23:31:53
249,VOIX,SORTANT,2179f43b390b42697f86630c53c50297,20210720,211050,25.0,608-01-00601-24930,2021-07-20 21:10:50
907,VOIX,DIVERS,b4d762cc6675e3fa24e9e6a24c4b0a9f,20210720,214830,5.0,608-01-09040-25132,2021-07-20 21:48:30
708,VOIX,SORTANT,fb28be164fed632c6b3a3a8d9aee3503,20210720,114321,7.0,608-01-00712-12344,2021-07-20 11:43:21
305,VOIX,ENTRANT,17d00e64f1d8a9d163e8af11c631e8ac,20210720,182836,26.0,608-01-00601-24845,2021-07-20 18:28:36
734,VOIX,SORTANT,7aa69cb38b175abf4ea2fa3df7d697f6,20210720,202448,84.0,608-01-00408-24614,2021-07-20 20:24:48
975,VOIX,ENTRANT,786578d0f0245a1fc262817d30081eb1,20210720,170056,174.0,608-01-09000-18783,2021-07-20 17:00:56
49,SMS,ENTRANT,866b670567a8a74bff06455e901eb76a,20210720,105230,1.0,608-01-09017-02379,2021-07-20 10:52:30
896,SMS,ENTRANT,c0d019cb771c2f0a307bb1685120b93e,20210720,131233,1.0,608-01-00164-19566,2021-07-20 13:12:33
2,SMS,ENTRANT,e835db4678bef86df92b8c90fdfa679f,20210720,231508,1.0,608-01-09040-30331,2021-07-20 23:15:08
544,SMS,SORTANT,84488ebca01674ae7fa9368c42bd1f8e,20210720,173611,1.0,608-01-09010-24643,2021-07-20 17:36:11
350,VOIX,SORTANT,0022e0c91c49460931dfc63b1320037d,20210720,181354,149.0,608-01-09003-61638,2021-07-20 18:13:54
904,VOIX,SORTANT,737a9aa8140cc0368f95b4fa5868e4ba,20210720,102638,12.0,608-01-00408-25296,2021-07-20 10:26:38
536,VOIX,ENTRANT,18b8681ac1138d93dc7dae547ccba981,20210720,131440,26.0,608-01-09003-17981,2021-07-20 13:14:40
344,VOIX,SORTANT,934d1fa7c36f959bb1c10e7490e8882e,20210720,221450,48.0,608-01-00408-25290,2021-07-20 22:14:50
994,VOIX,SORTANT,c812f4c48d323a4ae083b4f07512fc93,20210720,131614,4.0,608-01-09010-02363,2021-07-20 13:16:14
481,VOIX,SORTANT,2ab26a97eaef1fa649b8ea3f22d7f26a,20210720,200912,25.0,608-01-09040-24952,2021-07-20 20:09:12
575,VOIX,ENTRANT,fc091e1e11285c903febbcb8680f3769,20210720,164811,130.0,608-01-09040-25096,2021-07-20 16:48:11
33,SMS,ENTRANT,ec27f17d470e9d0e8f4cd3122051501d,20210720,54534,1.0,608-01-09009-17802,2021-07-20 05:45:34
31,VOIX,ENTRANT,171877c06f5354d5aaa023063d73dfc7,20210720,210736,18.0,608-01-09020-34653,2021-07-20 21:07:36
231,VOIX,SORTANT,eacb55e36b00298df853f65ce943d5be,20210720,113145,13.0,608-01-00226-27091,2021-07-20 11:31:45
963,VOIX,SORTANT,c6f0d22fc506bab022b42888799f5b10,20210720,91655,31.0,608-01-09040-25106,2021-07-20 09:16:55
192,SMS,ENTRANT,fe9d7c59f4d4b24c2d6ced50fd4ffa22,20210720,135759,1.0,608-01-00712-03850,2021-07-20 13:57:59
333,VOIX,SORTANT,7bfac783552c65f38f38b3ff0042904e,20210720,204840,34.0,608-01-09036-41211,2021-07-20 20:48:40
3,VOIX,ENTRANT,62393c7a7ea7a519f13ba7dcc551ad90,20210720,235424,29.0,608-01-00408-25284,2021-07-20 23:54:24
204,VOIX,ENTRANT,30d9249d0df7564a6bc1868e7efc2cef,20210720,185501,78.0,608-01-09043-22994,2021-07-20 18:55:01
514,VOIX,ENTRANT,f05ca2671d6629477a9252e56ddb6370,20210720,115226,212.0,608-01-00410-25632,2021-07-20 11:52:26
799,SMS,ENTRANT,2eedc6a9e772186c5c591686a031a081,20210720,204109,1.0,608-01-00117-21861,2021-07-20 20:41:09
306,SMS,ENTRANT,4aabfb7d61da9014fde5f613a477bbef,20210720,125610,1.0,608-01-09031-21908,2021-07-20 12:56:10
109,SMS,ENTRANT,7f567c69bceacc47e55d4455a04c571b,20210720,81242,1.0,608-01-09017-46484,2021-07-20 08:12:42
430,VOIX,ENTRANT,9a49967d7cbde11365a34c32cf21bfae,20210720,133535,68.0,608-01-00408-25430,2021-07-20 13:35:35
77,SMS,ENTRANT,98287f33026d1ed7faca05cdb96cec40,20210720,160050,1.0,608-01-09036-25624,2021-07-20 16:00:50
84,VOIX,SORTANT,3bd8b86812510af9b6ac3f48f7ecbf7f,20210720,202857,4.0,608-01-09001-35831,2021-07-20 20:28:57
286,SMS,ENTRANT,23b560c6bd46f916e8ce341c86e7dc4a,20210720,113152,1.0,608-01-00117-21864,2021-07-20 11:31:52
82,VOIX,ENTRANT,c9f1972f70259c15aa277ea0d099b0b6,20210720,172228,53.0,608-01-09000-03949,2021-07-20 17:22:28
991,VOIX,SORTANT,3a38326439ad01f6feff96bd43387474,20210720,181427,35.0,608-01-09040-25129,2021-07-20 18:14:27
789,VOIX,SORTANT,8fcd4f027e4c41ac7b5a7c00cc713056,20210720,111534,45.0,608-01-00255-29434,2021-07-20 11:15:34
894,SMS,ENTRANT,767542a7edba3f34c924da4767d2b990,20210720,1301,1.0,608-01-09016-32973,
398,VOIX,SORTANT,e1b5693ac6576525d93e320730540b88,20210720,111753,58.0,608-01-00117-21861,2021-07-20 11:17:53
323,SMS,ENTRANT,938ff58dab6c25fbb2937eebb7d93ef8,20210720,104122,1.0,608-01-09003-17981,2021-07-20 10:41:22
519,SMS,SORTANT,712cc25d3e7511ab3b9c48a7ca5ab20f,20210720,224702,1.0,608-01-00601-24990,2021-07-20 22:47:02
916,SMS,ENTRANT,cab79240c9a5b732d7222be7d1c138ea,20210720,122958,1.0,608-01-09030-54032,2021-07-20 12:29:58
922,VOIX,SORTANT,22a9c219adea371f286f8b3a3eec5d24,20210720,82327,96.0,608-01-09031-30532,2021-07-20 08:23:27
5,SMS,ENTRANT,ee35ec8cea548b98513dc7ec449a9608,20210720,175029,1.0,608-01-09000-03943,2021-07-20 17:50:29
731,VOIX,SORTANT,7f14d7afc923d2f99b7cd506479aed3a,20210720,105707,57.0,608-01-00117-21495,2021-07-20 10:57:07
465,VOIX,ENTRANT,602dc67c94fe047684047a5bc26b25ce,20210720,203945,92.0,608-01-09040-25026,2021-07-20 20:39:45
97,VOIX,ENTRANT,b9ac4dbd42dbeebb047f8d46deb13672,20210720,203902,2565.0,608-01-09001-04819,2021-07-20 20:39:02
266,SMS,ENTRANT,e5c201427198898e08a2415224ef384b,20210720,142041,1.0,608-01-00601-25008,2021-07-20 14:20:41
357,VOIX,SORTANT,5d73934e398bd6aa62dd8d85b85cd608,20210720,44031,21.0,608-01-09040-30251,2021-07-20 04:40:31
868,VOIX,SORTANT,63f7c77163ff5db3b4785374f3b5af76,20210720,102108,89.0,608-01-09003-17983,2021-07-20 10:21:08
798,SMS,ENTRANT,2067e5946dd5f0caab98fd4e158f663c,20210720,132340,1.0,608-01-00601-24991,2021-07-20 13:23:40
380,VOIX,ENTRANT,d0072e6a3869c739ac82e689421717d3,20210720,201021,116.0,608-01-00601-24931,2021-07-20 20:10:21
631,VOIX,SORTANT,149501ce990e4a00695000e00c063cac,20210720,113710,4.0,608-01-09036-40785,2021-07-20 11:37:10
381,VOIX,ENTRANT,1d25e1259bc60b36689e572b8d1867f0,20210720,133454,41.0,608-01-09000-00207,2021-07-20 13:34:54
490,SMS,ENTRANT,4cf9469c58b246976d0261297b9eda1d,20210720,111157,1.0,608-01-09000-53103,2021-07-20 11:11:57
118,VOIX,SORTANT,051d1958824487a179b8053017df8aaf,20210720,114805,6.0,608-01-09031-21909,2021-07-20 11:48:05
900,SMS,ENTRANT,e05599aa5913a6fce0c45964c00f88fe,20210720,90153,1.0,608-01-00715-09484,2021-07-20 09:01:53
250,VOIX,ENTRANT,0fa9ab6a7106e75e57b51047802f3148,20210720,182820,33.0,608-01-09000-00293,2021-07-20 18:28:20
523,VOIX,ENTRANT,d03ca7f2a3a3bbab555b61e1bc055f69,20210720,231925,18.0,608-01-00117-21777,2021-07-20 23:19:25
9,VOIX,ENTRANT,53afc1294a140f00c22e56cfdaf7ea7e,20210720,215035,30.0,608-01-00601-25009,2021-07-20 21:50:35
196,SMS,SORTANT,390558f8d5f8d918dc4f5be775c3f260,20210720,224208,1.0,608-01-09017-00597,2021-07-20 22:42:08
603,VOIX,ENTRANT,9500b60354d837bcdaf0e4ddf6295103,20210720,90719,56.0,608-01-09036-17038,2021-07-20 09:07:19
81,VOIX,SORTANT,79322a72d1f70844d8d29ef7ac9da360,20210720,195713,14.0,608-01-09031-25618,2021-07-20 19:57:13
783,VOIX,ENTRANT,d482d89c6580ebe95e77d3b2b9ff8cef,20210720,85939,15.0,608-01-00161-19837,2021-07-20 08:59:39
587,VOIX,SORTANT,a4aab146131abc797938e57071f0b33b,20210720,165924,49.0,608-01-09000-23092,2021-07-20 16:59:24
797,VOIX,SORTANT,ffdba207fae4773c54e0977a7fd83e87,20210720,74459,2.0,"\""\""",2021-07-20 07:44:59
239,SMS,SORTANT,299fb34d7eb4cfd4986d462c9dd11fbc,20210720,132336,1.0,608-01-00408-25290,2021-07-20 13:23:36
290,VOIX,SORTANT,bb9c8de37d4e3b279b0e5789f82e783b,20210720,193639,34.0,608-01-00408-31588,2021-07-20 19:36:39
211,SMS,SORTANT,bbe7bd527e59a2c88e8a3a0988b960ff,20210720,101709,1.0,608-01-00601-24929,2021-07-20 10:17:09
717,SMS,SORTANT,5ea2ccabb5e600a3b4a0a844790842a5,20210720,181021,1.0,608-01-09000-00304,2021-07-20 18:10:21
359,VOIX,SORTANT,eadf8fe6c61a84d9be5aeaae46de561a,20210720,235519,11.0,608-01-09020-25069,2021-07-20 23:55:19
449,VOIX,ENTRANT,d40395ea5b4bd106bd0ef402a2a0403c,20210720,134032,40.0,608-01-02001-28998,2021-07-20 13:40:32
227,VOIX,ENTRANT,04f0bb66bbdc4b80c65fd8a1b9edd74f,20210720,105755,22.0,608-01-00164-19567,2021-07-20 10:57:55
950,VOIX,ENTRANT,98471b2d9491b84c33140a5c2529bef8,20210720,173913,100.0,608-01-09003-02629,2021-07-20 17:39:13
946,VOIX,ENTRANT,9bd9da9cb16f5ded93c5aa4b0fcb5e74,20210720,124203,203.0,608-01-09013-59737,2021-07-20 12:42:03
796,VOIX,SORTANT,2ed304937c809e47532a65a187c94fb1,20210720,102711,1.0,608-01-09036-15785,2021-07-20 10:27:11
501,VOIX,ENTRANT,0515b2f72f9a4eea00ec821cc97a157d,20210720,120151,35.0,608-01-09020-24885,2021-07-20 12:01:51
464,SMS,ENTRANT,ca47c31f7636aa5cab2e5d87f907bcd8,20210720,192356,1.0,608-01-00601-24930,2021-07-20 19:23:56
362,VOIX,SORTANT,6790c5b33cc0ac902662f126371d5efe,20210720,165351,20.0,608-01-00601-24847,2021-07-20 16:53:51
468,VOIX,SORTANT,2f6d993aaea845b9be74ae37dd7d7dcd,20210720,160933,1.0,"\""\""",2021-07-20 16:09:33
935,SMS,ENTRANT,858e9e0706178b89bc99119874e6518f,20210720,121958,1.0,608-01-09000-07249,2021-07-20 12:19:58
428,VOIX,SORTANT,c9375b5ee80d11b3c0fe6a354da0ec9e,20210720,160559,25.0,608-01-09030-53953,2021-07-20 16:05:59
7,VOIX,SORTANT,410b8e24e00077a2acb29e6900b0de6a,20210720,223210,4.0,608-01-00408-26806,2021-07-20 22:32:10
155,VOIX,ENTRANT,321647f8b3c42582ac7b84622825d605,20210720,183015,78.0,608-01-09031-30533,2021-07-20 18:30:15
541,SMS,ENTRANT,71ccc3ca24d92944318148dfa96e4669,20210720,130518,1.0,608-01-00601-25009,2021-07-20 13:05:18
440,SMS,ENTRANT,99bbbe36862cd54d6af25a6d2aea7dca,20210720,230425,1.0,608-01-09000-18781,2021-07-20 23:04:25
482,VOIX,DIVERS,3553de321eb83a87c2ec65010fa7227b,20210720,111718,34.0,608-01-09040-24858,2021-07-20 11:17:18
422,SMS,ENTRANT,be74d0e0cc45d3784250c91ef25c00ef,20210720,145622,1.0,608-01-09040-25096,2021-07-20 14:56:22
778,VOIX,SORTANT,c3356f4a671d055677d634d7086a0224,20210720,190444,647.0,608-01-09003-43889,2021-07-20 19:04:44
949,VOIX,ENTRANT,0fbb6dcda1c46cb20309b1b61c577dd8,20210720,91215,100.0,608-01-02017-30689,2021-07-20 09:12:15
334,SMS,ENTRANT,051d1958824487a179b8053017df8aaf,20210720,114911,1.0,608-01-09031-25612,2021-07-20 11:49:11
576,SMS,ENTRANT,52697eb1a3c94a9413a361487f26e0d1,20210720,143051,1.0,608-01-09040-34691,2021-07-20 14:30:51
934,VOIX,ENTRANT,cbc1711d94c9514c14e0037504665c16,20210720,202111,2.0,608-01-00117-21495,2021-07-20 20:21:11
567,VOIX,SORTANT,b1368ac12054b7f3a879b58300300d20,20210720,153814,133.0,608-01-00152-20559,2021-07-20 15:38:14
594,SMS,ENTRANT,846e2ebc834ef8dc01db67c74528cdb2,20210720,231909,1.0,608-01-00712-04911,2021-07-20 23:19:09
530,VOIX,DIVERS,dd0955356754373d78f3eb1506a7bb0d,20210720,93225,5.0,608-01-00408-25291,2021-07-20 09:32:25
581,SMS,SORTANT,2d472b56212f28b0ff90b9c683bc2b3a,20210720,194807,1.0,608-01-09017-65165,2021-07-20 19:48:07
707,SMS,ENTRANT,dfce9bde69d34678976295130f1fc42d,20210720,111858,1.0,608-01-09010-01366,2021-07-20 11:18:58
448,VOIX,SORTANT,2d1c58a7ca797bafcbbbeb04dcfaa534,20210720,143714,26.0,608-01-09000-03941,2021-07-20 14:37:14
453,VOIX,SORTANT,0b7147379f8a438b63e2fdb2319fede7,20210720,101246,27.0,608-01-00408-25290,2021-07-20 10:12:46
228,SMS,ENTRANT,0b188085d0740d92f8ff64ee7317e31c,20210720,214621,1.0,608-01-02008-24899,2021-07-20 21:46:21
352,VOIX,SORTANT,44a4159b4158d6faa9931c3357da3d0a,20210720,183049,477.0,608-01-00601-25007,2021-07-20 18:30:49
728,VOIX,ENTRANT,e3eff64b000ae79229a1f4c28e84f4e8,20210720,123442,47.0,608-01-09016-44442,2021-07-20 12:34:42
212,VOIX,ENTRANT,301d57d7030256707d56993fa73ee7d0,20210720,223030,25.0,608-01-09005-63637,2021-07-20 22:30:30
79,VOIX,ENTRANT,f56e17c744f4f4fa9f2696cf35a07e44,20210720,215919,192.0,608-01-09031-21909,2021-07-20 21:59:19
148,VOIX,SORTANT,ac2c0ac59fd3f4039169783232c42341,20210720,205614,4.0,608-01-09031-25612,2021-07-20 20:56:14
302,SMS,ENTRANT,0978861b20eb00c33046603f23bc45b1,20210720,184957,1.0,608-01-09000-19023,2021-07-20 18:49:57
628,VOIX,SORTANT,ec99895b6cf005540229dabaee4b9c5b,20210720,214501,140.0,608-01-00715-11554,2021-07-20 21:45:01
777,VOIX,SORTANT,d03ca7f2a3a3bbab555b61e1bc055f69,20210720,100515,18.0,608-01-00117-21777,2021-07-20 10:05:15
506,VOIX,ENTRANT,f72b64b5d0b94b954b45d32b3d1c3e5b,20210720,154948,34.0,608-01-09000-36552,2021-07-20 15:49:48
342,VOIX,SORTANT,1ba496ce3da1e9f25094575e50719c43,20210720,145353,6.0,608-01-09036-27501,2021-07-20 14:53:53
485,SMS,ENTRANT,25be0a6245bb13c6f956e4e99d3865e7,20210720,20753,1.0,608-01-09000-00734,2021-07-20 02:07:53
711,VOIX,SORTANT,956afb9bb739a74a685d6dbf3740977d,20210720,180326,18.0,608-01-02006-29937,2021-07-20 18:03:26
133,SMS,ENTRANT,a44db96af5abf48d8a46006f2499fb9a,20210720,122821,1.0,608-01-09040-25921,2021-07-20 12:28:21
703,SMS,ENTRANT,83123b65340bb567aca3dc4ee03f1679,20210720,200911,1.0,608-01-09001-00665,2021-07-20 20:09:11
311,VOIX,SORTANT,1d240087fc62c33d9b95617bf2b28cfe,20210720,123512,4.0,608-01-09031-30533,2021-07-20 12:35:12
722,VOIX,ENTRANT,cc6af92de84b0ce5c9f9ff435c2db75f,20210720,192439,73.0,608-01-09040-30113,2021-07-20 19:24:39
629,VOIX,SORTANT,1b28e4a0e51a9c8735a00c28254e4eda,20210720,141610,4.0,608-01-09040-30343,2021-07-20 14:16:10
0,VOIX,ENTRANT,57f5ef4e516dd025cd59ce32f8218968,20210720,150303,59.0,608-01-00408-26806,2021-07-20 15:03:03
316,VOIX,ENTRANT,08a69171a547a8b04f5c6fa9b7397f42,20210720,134217,72.0,608-01-09040-25122,2021-07-20 13:42:17
706,VOIX,ENTRANT,2802de23c8540b30d630402dca5e5b91,20210720,235823,22.0,608-01-00164-19699,2021-07-20 23:58:23
547,SMS,ENTRANT,59d6043e963aebd3c65ed69a63c101a9,20210720,101314,1.0,608-01-09005-07046,2021-07-20 10:13:14
872,VOIX,SORTANT,709440a718fedd50398d833d23c2dab1,20210720,215809,21.0,608-01-09000-00733,2021-07-20 21:58:09
532,VOIX,ENTRANT,6c741f6635cab17ccd1c9db7c82dec54,20210720,184121,44.0,608-01-09040-25136,2021-07-20 18:41:21
477,VOIX,ENTRANT,a5ae478ca9601329b92350193dae4d38,20210720,110121,82.0,608-01-09003-01569,2021-07-20 11:01:21
404,VOIX,SORTANT,8757b2ec0f242b5e650fe6cefc9614e9,20210720,103936,10.0,608-01-09020-24909,2021-07-20 10:39:36
172,SMS,ENTRANT,16e9ee2c5b5dcc63392da8ca8e83ed26,20210720,132049,1.0,608-01-00408-24507,2021-07-20 13:20:49
125,SMS,ENTRANT,b86ef01d94d2a300b7c15ddd4a8b6287,20210720,91032,1.0,608-01-02008-24876,2021-07-20 09:10:32
394,SMS,ENTRANT,deeeb3a08fb56cc17f41a35fab5204b4,20210720,111118,1.0,608-01-00408-25290,2021-07-20 11:11:18
420,SMS,SORTANT,f217d0ab7bd8ac2d17bcd8d6f1deee06,20210720,4953,1.0,608-01-09009-17681,
552,VOIX,SORTANT,317ecd5cd0c826d73882cb73fdf65089,20210720,164509,57.0,608-01-09040-34762,2021-07-20 16:45:09
903,VOIX,ENTRANT,0f0d7ea3accf140cb274ee959ce743c6,20210720,111348,34.0,608-01-00712-12344,2021-07-20 11:13:48
90,VOIX,SORTANT,abddb55a796b12efde45378ce8c89b27,20210720,75541,4.0,608-01-09040-25129,2021-07-20 07:55:41
939,VOIX,SORTANT,b8e425f04a4b982e794d7e006c152f61,20210720,210949,50.0,608-01-00712-12484,2021-07-20 21:09:49
181,VOIX,ENTRANT,23dc5ee30a18af5968d398686e189050,20210720,94438,16.0,608-01-09043-06940,2021-07-20 09:44:38
274,VOIX,SORTANT,55ed6a2640709c0fa45ab83930db319b,20210720,112849,104.0,608-01-00601-24926,2021-07-20 11:28:49
895,VOIX,ENTRANT,8342b1cc4b043b9a740e4e55ac2dc875,20210720,135655,12.0,608-01-00118-21488,2021-07-20 13:56:55
69,VOIX,ENTRANT,da3bf1d78e2629c8cfb4698da0b7bb00,20210720,173958,22.0,608-01-09020-34683,2021-07-20 17:39:58
291,SMS,ENTRANT,6e891f94fa27162c4f3f791277340fab,20210720,173333,1.0,608-01-09003-01562,2021-07-20 17:33:33
131,SMS,ENTRANT,0f4436f69b5d728b67a824cf31b23a75,20210720,231746,1.0,608-01-00601-25008,2021-07-20 23:17:46
300,VOIX,ENTRANT,0c3f9f6dc2829b59d3aeb6f7e66fd89a,20210720,82755,142.0,608-01-09036-24722,2021-07-20 08:27:55
424,VOIX,ENTRANT,cf506ba2da0950fbf04bc219ab1277f1,20210720,113556,27.0,608-01-09036-15784,2021-07-20 11:35:56
326,VOIX,SORTANT,80134e390d51141ccbebd0fbfd8bd6bb,20210720,201708,123.0,608-01-09040-24856,2021-07-20 20:17:08
144,VOIX,SORTANT,e8ad30e9a4e0a98068c877771fcb27fe,20210720,202542,27.0,608-01-09040-25089,2021-07-20 20:25:42
423,VOIX,SORTANT,49035713f999acb1614ff4e66680afac,20210720,152604,23.0,608-01-09003-02167,2021-07-20 15:26:04
580,SMS,ENTRANT,e49e425b31221e9547f8312ccb62af19,20210720,125903,1.0,608-01-09040-24991,2021-07-20 12:59:03
135,VOIX,SORTANT,7535a7054953588ac8ad6cad8d8edcea,20210720,90728,62.0,608-01-09005-02980,2021-07-20 09:07:28
450,VOIX,ENTRANT,6490c37c8ca7c687687384f39fd77ddf,20210720,111420,40.0,608-01-09040-25013,2021-07-20 11:14:20
164,SMS,ENTRANT,06e9135dbd1a697649db3c7e7b59cdd6,20210720,215232,1.0,608-01-00226-28497,2021-07-20 21:52:32
28,SMS,ENTRANT,e3707d5173dd3037b5b5a54276f8fde4,20210720,100224,1.0,608-01-09003-43881,2021-07-20 10:02:24
773,VOIX,ENTRANT,b9da82b81c6330c876b9a67f604ad90a,20210720,132503,72.0,608-01-09040-24997,2021-07-20 13:25:03
193,VOIX,ENTRANT,dd07d2d3c59467700aa423fbc160769f,20210720,80703,33.0,608-01-00118-21002,2021-07-20 08:07:03
388,SMS,SORTANT,28595a576cd57669d1ce0e80699fdd1e,20210720,225540,1.0,608-01-00601-32376,2021-07-20 22:55:40
852,VOIX,ENTRANT,034d8589a6b01b985d86c8eb20559783,20210720,184912,120.0,608-01-00255-28474,2021-07-20 18:49:12
169,VOIX,SORTANT,828aa636d665e2f453930a0fc4e1133b,20210720,161243,2.0,608-01-09000-18883,2021-07-20 16:12:43
705,VOIX,ENTRANT,b136dfd51188b8ed980b2fb06b937531,20210720,164804,5.0,608-01-09020-47107,2021-07-20 16:48:04
140,VOIX,SORTANT,ba3132ae630b43aca6f9f8a7a80b6685,20210720,134202,28.0,608-01-09040-24999,2021-07-20 13:42:02
173,SMS,SORTANT,cc8807131fdb6607dadf1e03de778fcb,20210720,164038,1.0,608-01-00206-27846,2021-07-20 16:40:38
6,VOIX,ENTRANT,eefe907b31704b04df99ab8ba9cba015,20210720,142942,28.0,608-01-00712-33127,2021-07-20 14:29:42
745,VOIX,ENTRANT,c29969d403bee9d15bb3b223ff0ab73f,20210720,155654,28.0,608-01-09040-24996,2021-07-20 15:56:54
478,VOIX,SORTANT,ee7b2c6b9309c1e969874061386fca4a,20210720,220110,73.0,608-01-09000-00311,2021-07-20 22:01:10
73,SMS,ENTRANT,7cc6528fc113d888d284c40492eeb268,20210720,122615,1.0,608-01-00712-12335,2021-07-20 12:26:15
910,VOIX,SORTANT,57b7f6816498bc84d4ec10b2912ee259,20210720,102057,89.0,608-01-09024-60625,2021-07-20 10:20:57
813,VOIX,SORTANT,8a8432a99f271e50046c62b6cd6f9e42,20210720,110111,19.0,608-01-09020-24972,2021-07-20 11:01:11
238,SMS,ENTRANT,489557ca53ded5eedf4b32a1dd35bb45,20210720,72219,1.0,608-01-00408-25291,2021-07-20 07:22:19
145,VOIX,SORTANT,44f23d820bda3439626a50759f7ba2e2,20210720,120245,3.0,"\""\""",2021-07-20 12:02:45
792,SMS,ENTRANT,8bf5a1e1e3eede8527e7c7b42aec4d11,20210720,172009,1.0,608-01-09043-23003,2021-07-20 17:20:09
234,VOIX,ENTRANT,97eeff9f3130340a18361c078cb01157,20210720,220736,23.0,608-01-00601-24930,2021-07-20 22:07:36
220,VOIX,SORTANT,b04fd8dd565e88280a01b27e384765e4,20210720,94459,19.0,608-01-00712-33229,2021-07-20 09:44:59
923,SMS,ENTRANT,d4ddcc6eadcda98af5493ebb6eb5e148,20210720,163620,1.0,608-01-09031-25612,2021-07-20 16:36:20
500,VOIX,ENTRANT,9744dbaa59a8709b5400a662be612437,20210720,114949,164.0,608-01-09003-01569,2021-07-20 11:49:49
132,SMS,ENTRANT,54c7057f4ecd2d706cada482cbfef46c,20210720,171152,1.0,608-01-09020-24976,2021-07-20 17:11:52
990,SMS,ENTRANT,f4d0238399243823b7fc42339c621ac9,20210720,144538,1.0,608-01-09000-00021,2021-07-20 14:45:38
774,SMS,ENTRANT,cbe2c7d0d74de7c2c00be56d4417d48b,20210720,214011,1.0,608-01-09016-35111,2021-07-20 21:40:11
185,VOIX,ENTRANT,323f06c917421b2643992ba87e46f92f,20210720,151145,174.0,608-01-09040-24995,2021-07-20 15:11:45
41,VOIX,ENTRANT,a2ff88a61e75de7064ca1e186ffab149,20210720,104002,655.0,608-01-00117-21848,2021-07-20 10:40:02
696,VOIX,SORTANT,3f588feaaeb1b4f7429a9601ba925a91,20210720,144514,110.0,608-01-09040-25085,2021-07-20 14:45:14
108,VOIX,SORTANT,c588ce958827eadf660acc1ef422ba11,20210720,112807,43.0,608-01-09040-25139,2021-07-20 11:28:07
588,SMS,ENTRANT,9bf143dfa3a5e963c051445c16277777,20210720,114115,1.0,608-01-09040-25075,2021-07-20 11:41:15
56,VOIX,ENTRANT,cac91d3ca9e4578a220b4e36dc7eb66a,20210720,230011,59.0,608-01-09003-02627,2021-07-20 23:00:11
405,SMS,ENTRANT,2cab24e65f5adf5261a95b95c8e7c0ff,20210720,131542,1.0,608-01-00228-32936,2021-07-20 13:15:42
442,VOIX,SORTANT,9b20172ae05b559bb56fbad60253c061,20210720,105147,135.0,608-01-00712-09953,2021-07-20 10:51:47
757,VOIX,SORTANT,22d9de137aa3bb310c27033141ff4802,20210720,135219,8.0,608-01-09040-43313,2021-07-20 13:52:19
997,VOIX,ENTRANT,17c30b73e3093002327c90feaab49076,20210720,133243,257.0,608-01-09001-02576,2021-07-20 13:32:43
24,VOIX,ENTRANT,94bffc989176abba4f38e21e26b600fd,20210720,144146,27.0,608-01-09020-30172,2021-07-20 14:41:46
