,volume,msisdn,ms_location,call_date,call_time,timestamp
904,0.0,2b7c4bd43f028e24136e7e5bf3e23fb7,608-01-00020-00003,20211118,82920,2021-11-18 08:29:20
536,36.95544242858887,7d088581a3c366e9bd762bd81ba18f88,608-01-01157-00004,20211118,82105,2021-11-18 08:21:05
344,0.52630615234375,d7c4fb341419957edbb3b71c19832f35,608-01-09036-24659,20211118,134446,2021-11-18 13:44:46
994,0.0260047912597656,1d0b066301189fe4ad290f6a78eacc59,608-01-00048-00014,20211118,173451,2021-11-18 17:34:51
481,2.188627243041992,512d70751225a8cbdfb783aa8b2bedce,608-01-01392-00002,20211118,131003,2021-11-18 13:10:03
575,0.0008296966552734,a409f7fd6d934ecdaefd0a1317b6146c,608-01-00710-00010,20211118,135633,2021-11-18 13:56:33
33,0.0031566619873046,a5f5939c2640fdab57a96f50b899f1ee,608-01-00003-00002,20211118,164858,2021-11-18 16:48:58
31,0.0,c72db1cc535f5560358565b86ac35d0a,608-01-00083-00010,20211118,214224,2021-11-18 21:42:24
231,26.310444831848145,dcd1ecb109a0b069d5cead7b7ef803db,608-01-09036-25622,20211118,85006,2021-11-18 08:50:06
963,0.7327785491943359,70e233f410a6efed682a91394885f23d,608-01-00469-00000,20211118,194129,2021-11-18 19:41:29
192,8.076155662536621,6e1fc1498728e778beced97f128d34be,608-01-09013-54492,20211118,192917,2021-11-18 19:29:17
333,0.0,6d2e4bb9c62a9d4c5ee0df98893d0851,608-01-00983-00010,20211118,151842,2021-11-18 15:18:42
3,0.0813732147216796,c72be5b43bf0289e147c46c62fae6bfa,608-01-01153-00001,20211118,181533,2021-11-18 18:15:33
204,0.1173009872436523,505fbeb71eea504cc139f7067cea1226,608-01-00056-00010,20211118,124032,2021-11-18 12:40:32
514,2.510685920715332,b9c48ddd812d8a0a86fb325d6b679c8e,608-01-09040-24957,20211118,254,
799,0.0,f97f0b1cc8c8788a39e39b6bb492b8a2,608-01-09003-01569,20211118,215417,2021-11-18 21:54:17
306,0.0,71051090f9b0ceaf44be11a267b86152,608-01-01157-00005,20211118,182829,2021-11-18 18:28:29
109,4.903238296508789,33596a1c247c81ce678ee4caee698bbb,608-01-00988-00010,20211118,102736,2021-11-18 10:27:36
430,0.0188074111938476,9500b60354d837bcdaf0e4ddf6295103,608-01-09036-23168,20211118,180940,2021-11-18 18:09:40
77,12.299249649047852,f7eb89abb0df6b831c477255c766295b,608-01-09043-34153,20211118,200953,2021-11-18 20:09:53
84,33.496511459350586,c4c2b51bc5ab1aa8c8452b7177c4c94e,608-01-00983-00004,20211118,223837,2021-11-18 22:38:37
286,0.0,6336b7b2c04bcc2cc25838c0110451e9,608-01-00025-00012,20211118,101938,2021-11-18 10:19:38
82,7.21562385559082,2ed304937c809e47532a65a187c94fb1,608-01-09036-25628,20211118,93520,2021-11-18 09:35:20
991,0.0,fc55190856f640a48f7acdf2319b942f,608-01-00758-00001,20211118,44001,2021-11-18 04:40:01
789,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,82306,2021-11-18 08:23:06
894,0.0,0b25f920a38526186318b6182a3c9f27,608-01-09030-53951,20211118,120031,2021-11-18 12:00:31
398,23.78651714324951,f459040d14b4808d3c58ab6c13679887,608-01-00658-00005,20211118,174147,2021-11-18 17:41:47
323,0.1876459121704101,db9df5d95d220ee14a836efee869abbd,608-01-09041-11892,20211118,120136,2021-11-18 12:01:36
519,0.3663778305053711,dc5093aaa23b079fb96cc795a1811dd7,608-01-00083-00001,20211118,173036,2021-11-18 17:30:36
916,0.1472654342651367,06a88d14867673688fe97eb7f213ee4c,608-01-00753-00005,20211118,163048,2021-11-18 16:30:48
922,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,215055,2021-11-18 21:50:55
5,0.0513830184936523,32c36c2f61e08cd4acce9dadca859ff7,608-01-00553-00012,20211118,124525,2021-11-18 12:45:25
731,0.0483007431030273,56d320c12b50084f4c2a3d5a301c1143,608-01-09002-01066,20211118,63359,2021-11-18 06:33:59
465,1.8302431106567385,1307d2925acd93717081dc6fc8ddefd5,608-01-01157-00010,20211118,173200,2021-11-18 17:32:00
97,0.0,12ac85620a92fa3238dbb5b1251f71b6,608-01-00083-00011,20211118,202751,2021-11-18 20:27:51
266,5.163060188293457,c913e143b250c09b89376da91eeeb668,608-01-09040-30253,20211118,130957,2021-11-18 13:09:57
357,0.7304677963256836,81cfee2f5c08d199bb491a7dfa566ed2,608-01-09001-05287,20211118,130933,2021-11-18 13:09:33
868,0.2278089523315429,8f84972fc2c22ebad18b647ac20dcfe3,608-01-01057-00005,20211118,54416,2021-11-18 05:44:16
798,0.0,d5131164f8f14453e9beb04ee0a6b532,608-01-00083-00001,20211118,224300,2021-11-18 22:43:00
380,31.471174240112305,7446f6d83e2fb90e31e03f888028771d,608-01-03475-00005,20211118,81704,2021-11-18 08:17:04
631,0.0893449783325195,60b862973490ebb7ea9f2f4e3fbe2003,608-01-00047-00011,20211118,220415,2021-11-18 22:04:15
381,0.0,e54b47f8fb583daa1196336591efda60,608-01-00461-00003,20211118,181751,2021-11-18 18:17:51
490,0.0,65c669221b01166e3c13858f93a8d53f,608-01-01208-00002,20211118,55259,2021-11-18 05:52:59
118,1.0711431503295898,2173a8fee1948d66412a10c586295e3d,608-01-09016-45372,20211118,140345,2021-11-18 14:03:45
900,0.6363916397094727,d73109ff81f94010492413d559399ba6,608-01-09000-00422,20211118,131955,2021-11-18 13:19:55
250,0.0,7f12ee308d6eb594e8c671cd89b35a3c,608-01-13628-00003,20211118,172018,2021-11-18 17:20:18
523,0.2252531051635742,22cbbe0e01c1c98a8702363d3aa4d228,608-01-09040-25025,20211118,160944,2021-11-18 16:09:44
9,2.8104028701782227,9da3a5d6c6439e4057154ab390302136,608-01-02940-00012,20211118,92410,2021-11-18 09:24:10
196,0.4290390014648437,ecfd3885122397e6d9bc5313f2b3b9f4,608-01-00983-00004,20211118,132056,2021-11-18 13:20:56
603,1.6087150573730469,fdac466c2997626d2b3e9c738b68f5b9,608-01-00701-00005,20211118,85351,2021-11-18 08:53:51
81,0.0,969250b4fb3abd7fa7f07eac0a40b96a,608-01-00141-00010,20211118,134957,2021-11-18 13:49:57
783,0.0,50f4dfbd6f5f37355585e18d561e6c83,608-01-09040-30323,20211118,140930,2021-11-18 14:09:30
587,0.0197467803955078,f5eb0084da2881602c3fbbe107f132e8,608-01-09000-00734,20211118,183747,2021-11-18 18:37:47
797,1.7951183319091797,b48ed5b6866ee9a2bdaf90d7ff945f1b,608-01-19388-00006,20211118,175655,2021-11-18 17:56:55
239,43.388593673706055,6a04c2ef1cee45dde43c180a83348371,608-01-09003-02627,20211118,213415,2021-11-18 21:34:15
290,20.088302612304688,e067c416f245a598ab84ed975c160df6,608-01-09036-17039,20211118,202719,2021-11-18 20:27:19
211,0.8033924102783203,079e3534c1549327f798cf0e3602b889,608-01-09036-17037,20211118,80540,2021-11-18 08:05:40
717,0.0,dd93729bee85d00314467c8bad121f04,608-01-00720-09489,20211118,51809,2021-11-18 05:18:09
359,0.0219554901123046,860a6ca6ea1698d6d3c0d3a5ab8c2a4e,608-01-09040-30321,20211118,122015,2021-11-18 12:20:15
449,0.0,cb866e9228f5679260625700532d651e,608-01-30161-00001,20211118,144629,2021-11-18 14:46:29
227,0.125284194946289,b8f89f413c2f59473261f005a9eec75e,608-01-09000-00293,20211118,74818,2021-11-18 07:48:18
950,0.0,9fb624a8c9f29b5f1a6c9bf92e6060cb,608-01-00005-00012,20211118,150939,2021-11-18 15:09:39
946,0.0,02c3a107d9efb717fa21c57f51df9f9c,608-01-00079-00011,20211118,133819,2021-11-18 13:38:19
796,0.0,efd4a3e68c294437a355537409f55917,608-01-02029-00002,20211118,202512,2021-11-18 20:25:12
501,0.1439828872680664,28c253d7af423c3332c9e662087c6843,608-01-01387-00016,20211118,202318,2021-11-18 20:23:18
464,0.0003204345703125,5a1deaf8638649d79d4c6a94cc028078,608-01-00407-30726,20211118,81501,2021-11-18 08:15:01
362,0.3780164718627929,a01d7bef276c24ffe0f0d43bfa336e11,608-01-01161-00001,20211118,142244,2021-11-18 14:22:44
468,0.2454833984375,62c23fadddd2fdcd651b7bbbc109f344,608-01-00663-00004,20211118,170822,2021-11-18 17:08:22
935,0.0,6ec9f9f3a742de4cf3613ec843ebe7eb,608-01-00469-00001,20211118,71010,2021-11-18 07:10:10
428,0.0,ac9c8c0e9615ab89d379927a525c88a8,608-01-02902-00002,20211118,215928,2021-11-18 21:59:28
7,16.325499534606934,eac5f2ed808b7ae2d9d8080d218a1911,608-01-09000-00299,20211118,112455,2021-11-18 11:24:55
155,0.0619096755981445,15e28c4a1f7c4fb64823a2dc39a318e8,608-01-09036-36396,20211118,41623,2021-11-18 04:16:23
541,0.0,1d92f06dc498b01f9367ac950a694fc1,608-01-00469-00001,20211118,181749,2021-11-18 18:17:49
440,0.0,4e5f3bea566b932ff2770191c6f0f5e1,608-01-00551-00001,20211118,184320,2021-11-18 18:43:20
482,0.2136096954345703,94f82e224bfa5e2dce12a96ec761956b,608-01-09036-22698,20211118,203741,2021-11-18 20:37:41
422,0.0128126144409179,01288746ff2548a74a8883bf69bee5c2,608-01-03305-00001,20211118,183226,2021-11-18 18:32:26
778,0.6314554214477539,27ad730dfcef90f2ddd2bc0bb09951ac,608-01-09036-30532,20211118,2407,
949,0.2490091323852539,4b2ad918d17065647b62be782be88202,608-01-00124-00008,20211118,133556,2021-11-18 13:35:56
334,0.1049871444702148,90ced2dd0d7df9d5e61f6612832ce7f2,608-01-00020-00006,20211118,183914,2021-11-18 18:39:14
576,0.0001354217529296,ebe56dbc430b7c377ce735c6c7c3b74a,608-01-00601-24984,20211118,2853,
934,6.940109252929688,10011662e484a119b9500077a3b44f21,608-01-09036-17039,20211118,154826,2021-11-18 15:48:26
567,0.1224393844604492,984861ad168756588d0510cefbdd5562,608-01-09030-02050,20211118,184131,2021-11-18 18:41:31
594,0.0,d9deb6510412b1e9431b8720738a8381,608-01-01642-00001,20211118,222402,2021-11-18 22:24:02
530,0.0,0e55e4acd31a53063715ac1a62f2f37e,608-01-09036-24725,20211118,135903,2021-11-18 13:59:03
581,0.0,e165a94e20a9ce59a78c1727efb2284f,608-01-00313-00004,20211118,232934,2021-11-18 23:29:34
707,0.0846490859985351,c4e3da07aa66ed7c827da6e589d1ef2c,608-01-09036-25615,20211118,215653,2021-11-18 21:56:53
448,1.845110893249512,fe1a14de22e3c9140c17eb79abcbf966,608-01-09036-17038,20211118,113713,2021-11-18 11:37:13
453,0.0,b8cf55fe10034337959be0a94280331e,608-01-00985-00001,20211118,4221,
228,1.4881343841552734,563f8bd29578e8fdbee55d06c72e8b64,608-01-09031-31161,20211118,114339,2021-11-18 11:43:39
352,5.871143341064453,dd6a32eb8163f5dae85ebc04ff55a669,608-01-09010-39613,20211118,160509,2021-11-18 16:05:09
728,4.97264289855957,2f6d993aaea845b9be74ae37dd7d7dcd,608-01-00400-00006,20211118,61900,2021-11-18 06:19:00
212,0.0,4ebd4af7ff09ae5cca13721cae579566,608-01-01987-00010,20211118,130337,2021-11-18 13:03:37
79,0.7213363647460938,ff99aaca3f782d92e19169d6bb77efba,608-01-09036-43171,20211118,220417,2021-11-18 22:04:17
148,0.1118984222412109,e4ecfe4ee5f9cafcebe71e519ebd2aca,608-01-09030-58541,20211118,163437,2021-11-18 16:34:37
302,0.7243366241455078,080d0c0f0e89f41f74613a1efdfb8bad,608-01-09036-25612,20211118,134636,2021-11-18 13:46:36
628,0.0962867736816406,c59d3d2c3462d2e0b9dc499f51c561e7,608-01-00983-00010,20211118,120620,2021-11-18 12:06:20
777,0.2601232528686523,dd8f23a45fe471b3b2d5eb74a9e23b28,608-01-00053-00005,20211118,185335,2021-11-18 18:53:35
506,0.0,87debc2dc850f2d0a5d40e13bcbc9b30,608-01-00701-00005,20211118,191745,2021-11-18 19:17:45
342,3.0680646896362305,9ef8be21282ef0aa06efc0af83faff86,608-01-01208-00008,20211118,133502,2021-11-18 13:35:02
485,0.5159320831298828,35641e6b1a74b8c7ab606bf686f49522,608-01-09036-25263,20211118,105128,2021-11-18 10:51:28
711,67.70793342590332,b1cfd86b1ef0adb436d0e356c7048b55,608-01-00701-00002,20211118,221341,2021-11-18 22:13:41
133,121.49488162994383,830592e03b684c6a8f0f6ae27a615c66,608-01-01096-00005,20211118,75504,2021-11-18 07:55:04
703,0.0001487731933593,403f9415083a905cc6b4362c50f9f18f,608-01-00715-09672,20211118,73405,2021-11-18 07:34:05
311,0.0,ccc8d011a802124828038850982b1613,608-01-09025-44153,20211118,213811,2021-11-18 21:38:11
722,0.2991781234741211,0f92ce6f2fd34bcbae39593c964812ed,608-01-09036-25616,20211118,202017,2021-11-18 20:20:17
629,1.9521913528442385,164ecc25bf0a2e3368c38a7d61abe610,608-01-00140-00011,20211118,201404,2021-11-18 20:14:04
0,0.2635622024536133,59d5c36df9ccef48b4607a2efeed7ff7,608-01-00079-00011,20211118,165139,2021-11-18 16:51:39
316,62.1323127746582,6d30507999d54714fa6e788de0feea09,608-01-01429-00005,20211118,112638,2021-11-18 11:26:38
706,27.90344715118408,c4e3da07aa66ed7c827da6e589d1ef2c,608-01-09036-30533,20211118,162554,2021-11-18 16:25:54
547,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,215159,2021-11-18 21:51:59
872,0.00091552734375,1125e1614e26fd0f143cf3ced44e4117,608-01-00111-00004,20211118,223346,2021-11-18 22:33:46
532,0.9567508697509766,b2f62ff42071b43626acc23d51a772a1,608-01-09036-25618,20211118,105154,2021-11-18 10:51:54
477,0.1061305999755859,9713569eaa7d395300835a7616a15781,608-01-05007-04324,20211118,154646,2021-11-18 15:46:46
404,6.907808303833008,62b905db2923f28e10f0858a24897dfb,608-01-00469-00003,20211118,75709,2021-11-18 07:57:09
172,0.0,ce787721d00e378e6e1660bb0eba14b7,608-01-00045-00000,20211118,233913,2021-11-18 23:39:13
125,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,83434,2021-11-18 08:34:34
394,0.2387819290161132,c49654800ba8e428600cd1b65c8d8bfd,608-01-02929-00003,20211118,91402,2021-11-18 09:14:02
420,0.0084905624389648,188398b2193388af24d4cf97a8a7c3c2,608-01-09043-34153,20211118,35947,2021-11-18 03:59:47
552,1.0590095520019531,a12f32003f89a608ae3540d79928f855,608-01-09036-03169,20211118,202335,2021-11-18 20:23:35
903,5.630850791931152,50b54a07d78175ee09616af7b90b6737,608-01-00757-00003,20211118,202036,2021-11-18 20:20:36
90,0.0,51a4f77a72cc450b1ee02500945e14bc,608-01-01648-00006,20211118,123030,2021-11-18 12:30:30
939,1.1384048461914062,1a3abf02d3488288d8811c44b85ccfbe,608-01-00712-12335,20211118,93542,2021-11-18 09:35:42
181,2.527515411376953,d82e4e6b0c418c580496de713629b81d,608-01-09036-15784,20211118,152132,2021-11-18 15:21:32
274,29.119845390319824,b399a2650a0483a87874f3779b73d2fe,608-01-09040-30331,20211118,125710,2021-11-18 12:57:10
895,2.689125061035156,3406a38939c791f3ce3272a35a09a152,608-01-09000-00201,20211118,172324,2021-11-18 17:23:24
69,32.92093467712402,f2fb0bcecc435454e1dfc9a225adefcc,608-01-00106-00005,20211118,150826,2021-11-18 15:08:26
291,0.0,2fab9b2f8347f287f0381e3c242fb4cf,608-01-00658-00006,20211118,223309,2021-11-18 22:33:09
131,2.783393859863281,4dea6bd9b72083257a0902a659fbba00,608-01-09003-43891,20211118,182748,2021-11-18 18:27:48
300,0.0050821304321289,93cc009c820c9722ec162ee1c2bc6e26,608-01-09036-17031,20211118,105540,2021-11-18 10:55:40
424,0.0,cc95fdb174beb3a2b44e9c026d795f35,608-01-03471-00006,20211118,174927,2021-11-18 17:49:27
326,0.0,faec5952e8b76c4e6e7dee6725ecbfa6,608-01-00753-00004,20211118,103105,2021-11-18 10:31:05
144,0.0336885452270507,f0119a448c6299295ca7eefec831a90c,608-01-09036-17037,20211118,173133,2021-11-18 17:31:33
423,9.120235443115234,b141a0b9723a4894524b38be8ee320cf,608-01-09002-61097,20211118,154040,2021-11-18 15:40:40
580,0.0004558563232421,8e9c611abc6164ae96fc421c6cdef7be,608-01-00164-19473,20211118,103529,2021-11-18 10:35:29
135,0.0322580337524414,e8a00543cab1e9f6a1e44d82f85cdae6,608-01-00020-00012,20211118,222835,2021-11-18 22:28:35
450,0.0,7629afa5c8148d6ab12998041bfa46de,608-01-00716-09893,20211118,81739,2021-11-18 08:17:39
164,0.0,2c9d462d788364d83fc5d195ca33f1f3,608-01-00658-00005,20211118,173547,2021-11-18 17:35:47
28,79.94280815124512,ce2f242635bb4481ea65920ab715097a,608-01-02535-00001,20211118,34917,2021-11-18 03:49:17
773,0.0625486373901367,894db849b4fe7ed965b773b6654db7b2,608-01-00045-00002,20211118,2421,
193,0.1982641220092773,c8730573cddc791cff128489c7bbf2a8,608-01-00551-00002,20211118,140259,2021-11-18 14:02:59
388,20.577953338623047,94a3e9add57bbab4d77d3d1f2609e20b,608-01-09010-05396,20211118,122539,2021-11-18 12:25:39
852,20.288493156433105,56f62b45221effdb0a94acee90de5a5d,608-01-00659-00002,20211118,201933,2021-11-18 20:19:33
169,1.1885852813720703,9ae302c52be95f49e8619e6ba57b8d93,608-01-09036-28481,20211118,172837,2021-11-18 17:28:37
705,0.0003204345703125,5a1deaf8638649d79d4c6a94cc028078,608-01-00407-30726,20211118,233328,2021-11-18 23:33:28
140,0.1067523956298828,e13a2fc54d9726078b77833d305281f5,608-01-00083-00004,20211118,141252,2021-11-18 14:12:52
173,1.4358501434326172,a8c464dbc009d34fe49036f49c789bd2,608-01-09036-43171,20211118,194750,2021-11-18 19:47:50
6,0.0004463195800781,dffa843c255c842656724514d5850a81,608-01-00658-00002,20211118,183355,2021-11-18 18:33:55
745,1.0399503707885742,0bcabdd6b5560f5ee3626e2129df3534,608-01-09040-25921,20211118,222908,2021-11-18 22:29:08
478,60.25648784637451,980efdf97f24f38173eecaf41d0d1cb0,608-01-09025-02813,20211118,234326,2021-11-18 23:43:26
73,0.0,352a207383721f6d4dca613218e8fd78,608-01-09000-00293,20211118,135944,2021-11-18 13:59:44
910,0.0238924026489257,3d0e36dbea5a4b2d7cfa2e725a3382a9,608-01-09036-39404,20211118,35247,2021-11-18 03:52:47
813,0.0001487731933593,403f9415083a905cc6b4362c50f9f18f,608-01-00715-09672,20211118,180827,2021-11-18 18:08:27
238,0.5331830978393555,7516e8ee86871061890e9882f6729b1b,608-01-00701-00002,20211118,231325,2021-11-18 23:13:25
145,0.0,29e5c6ffa1ff4290bb2890923c43d597,608-01-09036-20523,20211118,74712,2021-11-18 07:47:12
792,0.0001487731933593,91dc8a8de4546c8260a9297133c7349e,608-01-00715-09671,20211118,62806,2021-11-18 06:28:06
234,1.2843246459960938,003a902301a92625b121f4e078a92ba3,608-01-09036-17039,20211118,94845,2021-11-18 09:48:45
220,0.0,22d9de137aa3bb310c27033141ff4802,608-01-00452-00001,20211118,131924,2021-11-18 13:19:24
923,0.0032377243041992,2e6ade5ae8cf1692c0abae1addc415b5,608-01-00659-00004,20211118,165117,2021-11-18 16:51:17
500,0.00103759765625,2884102afd19bba2af614ad32c836c14,608-01-00659-00002,20211118,94922,2021-11-18 09:49:22
132,0.0189704895019531,bd400c7341ee881b5c78259467ff7480,608-01-09000-19021,20211118,235955,2021-11-18 23:59:55
990,11.727228164672852,f1580a1fe47e2e670d2ac419f81db59e,608-01-09040-30253,20211118,185828,2021-11-18 18:58:28
774,0.4306745529174804,2adf5f3e31e74762f498ad953b12f562,608-01-09001-02646,20211118,180818,2021-11-18 18:08:18
185,0.0,dd93729bee85d00314467c8bad121f04,608-01-00720-09489,20211118,74331,2021-11-18 07:43:31
41,0.0018749237060546,6f388e2c82052b6f71af6d693d721eba,608-01-09036-17033,20211118,161627,2021-11-18 16:16:27
696,26.756361961364743,8c7343b8f026f15996302cdf3afbaf7f,608-01-00452-00005,20211118,190824,2021-11-18 19:08:24
108,2.122434616088867,3ffa8db4652cff8b8492bed864300445,608-01-09040-07726,20211118,115906,2021-11-18 11:59:06
588,0.0,dd93729bee85d00314467c8bad121f04,608-01-00720-09489,20211118,43235,2021-11-18 04:32:35
56,6.109977722167969,aa964d2b8fe489fa923499bbc5938a3a,608-01-09036-25622,20211118,113414,2021-11-18 11:34:14
405,0.0,9187c046fd5570f00ebd69c3b7e18070,608-01-09010-18043,20211118,161944,2021-11-18 16:19:44
442,0.0,c476b7a90ceed08e97d4f151c882c729,608-01-02026-00001,20211118,113304,2021-11-18 11:33:04
757,0.0100784301757812,c320a7d586b63a1b7176d3065b9e9f87,608-01-00461-00005,20211118,43830,2021-11-18 04:38:30
997,0.0001745223999023,af814cf20db03d7d9166e788d3218377,608-01-09003-43891,20211118,145057,2021-11-18 14:50:57
24,19.507737159729004,37193ef8835c3665975dd83c1c5e455c,608-01-09025-00052,20211118,215041,2021-11-18 21:50:41
467,0.0050106048583984,c6f3fd5d67968b54d34efe247375809c,608-01-01173-00003,20211118,223512,2021-11-18 22:35:12
539,0.0001678466796875,8c8ef10aff0504c61eee9ccc281c1ceb,608-01-00715-09672,20211118,171121,2021-11-18 17:11:21
531,55.20751476287842,e2960e4df77f8e2e8dcf639c393f6885,608-01-01037-00002,20211118,122554,2021-11-18 12:25:54
618,14.543296813964844,fbd1d43165e987c29d0fb2fc77717bcd,608-01-00452-00002,20211118,22425,2021-11-18 02:24:25
694,50.31515979766846,494e217d6b7351809dbdbb692616e11b,608-01-09032-03006,20211118,144307,2021-11-18 14:43:07
926,0.0067224502563476,1e405e53f171443772b145cf5bc5ab76,608-01-00411-25301,20211118,35516,2021-11-18 03:55:16
338,0.027409553527832,c26ef3910b88ba4585c5f05f88f6b1ec,608-01-09040-25082,20211118,22828,2021-11-18 02:28:28
51,2.5686111450195312,b774f3a9ecd79a4c864df55bd25e33aa,608-01-00408-00002,20211118,74833,2021-11-18 07:48:33
507,0.4838943481445312,24ed0ca71b5031aecff59852b51de15e,608-01-01168-00006,20211118,160124,2021-11-18 16:01:24
516,1.086897850036621,dac3afcf62d89424a0b91842ea2b6947,608-01-09000-00253,20211118,140803,2021-11-18 14:08:03
920,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,163510,2021-11-18 16:35:10
781,10.229377746582031,cf65a9c5afb1608e732f6211277ca7f0,608-01-00659-00001,20211118,221622,2021-11-18 22:16:22
264,0.229095458984375,b7d656080bc1d0c55200240f9cd4b2b9,608-01-09030-53953,20211118,212303,2021-11-18 21:23:03
817,35.28958702087402,94feb195fb2a8601a72f0fdc043d018e,608-01-09036-17031,20211118,143833,2021-11-18 14:38:33
710,0.0,0974a5ef76b01233746eb96a8f3b63cc,608-01-00083-00010,20211118,192623,2021-11-18 19:26:23
682,0.1404438018798828,d1b804562422bed465f8ad3289cda430,608-01-00207-28031,20211118,162542,2021-11-18 16:25:42
832,0.000152587890625,103e8e01450a924988888678413eb2fb,608-01-00601-24845,20211118,154221,2021-11-18 15:42:21
518,0.0333471298217773,21db51926e0129feba8258c05ed4b349,608-01-00064-00011,20211118,185900,2021-11-18 18:59:00
447,0.0,0f66f9435031a9e32b52967c2b4b4576,608-01-00025-00012,20211118,102646,2021-11-18 10:26:46
18,51.412320137023926,9784c757253a5fe51828095e66823e52,608-01-09010-02616,20211118,224444,2021-11-18 22:44:44
715,47.96911430358887,ae4483b9b6f8024c49e43052559ef6c6,608-01-01157-00010,20211118,180654,2021-11-18 18:06:54
483,0.0001516342163085,bb2c867cb5b6cbb4227ee782f0541853,608-01-09043-34121,20211118,73931,2021-11-18 07:39:31
568,0.1142759323120117,3ef494c52f2a5862dd53ca15d37aee46,608-01-09040-25079,20211118,80207,2021-11-18 08:02:07
433,0.7632923126220703,497a474dbeca31f5fe19d1dae7195bad,608-01-09001-04040,20211118,202617,2021-11-18 20:26:17
367,24.14534378051757,fbd1d43165e987c29d0fb2fc77717bcd,608-01-00757-00003,20211118,170324,2021-11-18 17:03:24
83,0.0,a1c869de2c3d2f72244f6bb65445c1e1,608-01-03344-00001,20211118,123534,2021-11-18 12:35:34
61,0.0,ebc2dfdf67bd18f4f3db4f3005af1495,608-01-00461-00004,20211118,140553,2021-11-18 14:05:53
638,0.1126184463500976,06638abf5f33a4aeed468296a498ca9a,608-01-00981-00003,20211118,204849,2021-11-18 20:48:49
272,0.0027103424072265,1df4eb11bb7a35a9a9c4f289ddc0991f,608-01-00757-00002,20211118,85956,2021-11-18 08:59:56
285,0.6669521331787109,5b2d2d1b16c8e8a52174fedcaf934906,608-01-09020-25003,20211118,105306,2021-11-18 10:53:06
360,0.1630611419677734,bf6b2a0300c7ac52ff86d1b188aaf635,608-01-01037-00010,20211118,165312,2021-11-18 16:53:12
354,0.0119705200195312,1ccfe5d920b329bd1dddcfe4b34857fa,608-01-09031-31813,20211118,145145,2021-11-18 14:51:45
456,0.0115957260131835,f35a8d3d2524e507fc28f571fe116286,608-01-02105-00012,20211118,132940,2021-11-18 13:29:40
278,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,152632,2021-11-18 15:26:32
12,31.72817611694336,d30b0ef32d0b8aa9713f0def2e20d56c,608-01-09040-25135,20211118,205343,2021-11-18 20:53:43
182,0.0003280639648437,4e8424f295f449b21e3d73042abaab63,608-01-00066-00006,20211118,75024,2021-11-18 07:50:24
368,0.0,88668550ae9afc45cfeb0ea8da86dce6,608-01-09032-10019,20211118,101019,2021-11-18 10:10:19
881,0.3724813461303711,51a4f77a72cc450b1ee02500945e14bc,608-01-01648-00012,20211118,163055,2021-11-18 16:30:55
615,0.0003471374511718,830547da5f671a23f41a6ab5203145e5,608-01-00140-00011,20211118,235906,2021-11-18 23:59:06
223,1.6026954650878906,4918466763967b601051a939bc0f3470,608-01-30202-00010,20211118,201625,2021-11-18 20:16:25
572,1.5353279113769531,711c3478c7383101d17185be7c81f874,608-01-00045-00002,20211118,182929,2021-11-18 18:29:29
970,0.0642900466918945,7c853fd95c26d04af864f47de4a792f0,608-01-09025-00051,20211118,60052,2021-11-18 06:00:52
653,48.62996673583984,e49e425b31221e9547f8312ccb62af19,608-01-30146-00001,20211118,92430,2021-11-18 09:24:30
545,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,72612,2021-11-18 07:26:12
582,0.0,bf8034baf34b2753ed674340f75d8afc,608-01-00281-00010,20211118,105242,2021-11-18 10:52:42
633,0.0391750335693359,36f0699e8589fa1ccfee38118004607f,608-01-09040-25075,20211118,130909,2021-11-18 13:09:09
176,0.0012741088867187,9e6d093812a5cb172d90ddf3270bca2a,608-01-09023-44951,20211118,21913,2021-11-18 02:19:13
665,0.0,a3934bc0c0c1f7460e8011acfe063387,608-01-03305-00001,20211118,195633,2021-11-18 19:56:33
673,0.0436210632324218,d36a749f1253b1c5932eb8feb2d5a557,608-01-01404-00006,20211118,143742,2021-11-18 14:37:42
585,0.0,b27f647073bb835753a4d5f3e1ffaba6,608-01-00983-00008,20211118,195854,2021-11-18 19:58:54
873,0.0118074417114257,65d598d1cf53dbf563a24f13e4cb5f7a,608-01-09036-43164,20211118,184720,2021-11-18 18:47:20
393,1.931499481201172,e99dbd8985bdbbab4dfda3c074ac1710,608-01-00025-00010,20211118,82508,2021-11-18 08:25:08
163,0.3153982162475586,66448d7a971253410e07df1e95fa6220,608-01-00758-00002,20211118,221838,2021-11-18 22:18:38
248,2.0261058807373047,52d3a41fb8230f5cde51ffd144729352,608-01-00378-00005,20211118,134606,2021-11-18 13:46:06
634,0.7789106369018555,21982e52914ac3b53df77b81293cc180,608-01-09040-25133,20211118,233242,2021-11-18 23:32:42
