,type_rechargement,msisdn,call_event_date,cost,localite,timestamp
613,Recharge via Seddo,437c76db0e872fd9a4b5f5ecb2c33a60,20220713,500,KEDOUGOU/KEDOUGOU/KEDOUGOU,2022-07-13
78,Recharge via Seddo,59d5c36df9ccef48b4607a2efeed7ff7,20210911,1100,DAKAR PLATEAU/DAKAR/DAKAR,2021-09-11
29,Recharge via Seddo,e4ea9933dd669a2fb2f850212f5a934d,20210705,500,AGNAM CIVOL/MATAM/MATAM,2021-07-05
535,Recharge via Seddo,12bc31f4824a6135ba1221150669478c,20220414,500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-04-14
695,Recharge via Seddo,e9c1773ed2a01730026d8694fa1c70d7,20220630,2200,KAOLACK/KAOLACK/KAOLACK,2022-06-30
557,Pass Glob via OM Jour,498c00bd444d0b3b203df386d33cf019,20220729,250,THIAROYE/PIKINE/DAKAR,2022-07-29
836,Recharge via Seddo,aac5a7a404f0ed4ff109e8540a813bb6,20220126,100,OUROSSOGUI/MATAM/MATAM,2022-01-26
596,Recharge via Seddo,6b9f9bf54c323879be12adf63ffd7330,20220531,600,GUINGUINEO/GUINGUINEO/KAOLACK,2022-05-31
165,Recharge via Seddo,4d4f81c23fa6fcd628dc89ded4d68161,20211011,1500,KEDOUGOU/KEDOUGOU/KEDOUGOU,2021-10-11
918,Recharge via Seddo,64e61737eb716c0b163883166b9b7a1a,20210916,500,NDAME/MBACKE/DIOURBEL,2021-09-16
495,Recharge via OM,fe528c28b63d39f82e0a8f4b5a7d3c2e,20220702,500,THIAROYE/PIKINE/DAKAR,2022-07-02
824,Recharge via Seddo,79cd111a0489ef8c705d636978eeac74,20220610,500,DAKAR PLATEAU/DAKAR/DAKAR,2022-06-10
65,Recharge via Seddo,0e1e617a348120f076e8448177388e8e,20220214,1500,DAKAR PLATEAU/DAKAR/DAKAR,2022-02-14
141,Recharge via Seddo,fb923eeed66283be34193138e2c82519,20220228,150,OUROSSOGUI/MATAM/MATAM,2022-02-28
925,Recharge via Seddo,c51cfd0122d9c636f022894903ea871c,20220217,500,OUROSSOGUI/MATAM/MATAM,2022-02-17
827,Recharge via OM,1c8e0ab1914da291b0a8faf473b72f49,20210830,1000,THIAROYE/PIKINE/DAKAR,2021-08-30
655,Recharge via Seddo,875e32937a2328f41089882b47b89302,20220227,1000,KEDOUGOU/KEDOUGOU/KEDOUGOU,2022-02-27
331,Recharge via Seddo,6098010938818b5275a19c8ed0af7b99,20220213,500,DAKAR PLATEAU/DAKAR/DAKAR,2022-02-13
664,Recharge via OM,a280e947233c826ebe2524f1f5bfed9f,20220613,2000,OUROSSOGUI/MATAM/MATAM,2022-06-13
249,Pass Illiflex O&M,81948029a590941694f0d87492540398,20211214,-500,PARCELLES ASSAINIES/DAKAR/DAKAR,2021-12-14
907,Recharge via OM,7f7f9340bc17669dc2ed4483ff5a0ea2,20220627,1000,OUROSSOGUI/MATAM/MATAM,2022-06-27
708,Recharge via Seddo,2661e1a274ec0e8000754411c1d67c16,20220426,500,DAKAR PLATEAU/DAKAR/DAKAR,2022-04-26
305,Recharge via Seddo,ff65d464510778bcc63f250ad6214ab5,20220331,550,KAOLACK/KAOLACK/KAOLACK,2022-03-31
734,Recharge via Seddo,a717dc521f7c6ec14947cf61b0701560,20220105,1000,DAKAR PLATEAU/DAKAR/DAKAR,2022-01-05
975,Recharge via Seddo,90c42c7bd95e74d7825ebf6e6e53002a,20211013,500,THIAROYE/PIKINE/DAKAR,2021-10-13
49,Recharge via Seddo,95e24ea4e379909034e48f20eee06d02,20220321,700,OUROSSOGUI/MATAM/MATAM,2022-03-21
896,Recharge via Seddo,498bf30c6a31d02833e052a8848bf261,20210815,1100,TENGHORY/BIGNONA/ZIGUINCHOR,2021-08-15
2,Recharge via Seddo,233ad26e4048da324bf2a6a937301723,20220323,700,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-03-23
544,Recharge via Seddo,8cbbd85457059e7a78988ccb9e492cf4,20211211,1000,OUROSSOGUI/MATAM/MATAM,2021-12-11
350,Recharge via Seddo,2f805415f7edb8510a8ef8a1b600caa0,20211228,550,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-12-28
904,Recharge via Seddo,912a0928bc2340ca9536531dbd45ff5d,20220101,100,THIAROYE/PIKINE/DAKAR,2022-01-01
536,Recharge via Seddo,4ca6d459ab93c426d1f79d0bb0b8082c,20211012,700,OUROSSOGUI/MATAM/MATAM,2021-10-12
344,Pass Glob via OM,2cab24e65f5adf5261a95b95c8e7c0ff,20220305,2000,BABA GARAGE/BAMBEY/DIOURBEL,2022-03-05
994,Recharge via OM,38b65e837a828f9f813190954d87bead,20211206,2000,THIAROYE/PIKINE/DAKAR,2021-12-06
481,Recharge via Seddo,a81b0aeb26e7826d0f1ddc5979a6c0b8,20220226,550,KAOLACK/KAOLACK/KAOLACK,2022-02-26
575,Recharge via Seddo,9ab83b776d9cac16e770534240df2dbd,20220519,100,THIAROYE/PIKINE/DAKAR,2022-05-19
33,Recharge via Seddo,6d59bb5cfd2177a969d4bbecdd2e2325,20210919,200,OUROSSOGUI/MATAM/MATAM,2021-09-19
31,Recharge via Seddo,93d0a26dc920a66ea07442894cb572a3,20220617,500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-06-17
231,Pass Glob via OM Jour,32fae1687329a2526446697fc63b6edb,20220328,10000,KAOLACK/KAOLACK/KAOLACK,2022-03-28
963,Recharge via Seddo,9a78309e77b5ccc83f4b232bd1f546a6,20220319,200,OUROSSOGUI/MATAM/MATAM,2022-03-19
192,Recharge via Seddo,e109fcba1fd05870ce6cf6aa4becfa90,20220712,500,KAOLACK/KAOLACK/KAOLACK,2022-07-12
333,Recharge via Seddo,6098010938818b5275a19c8ed0af7b99,20220626,600,DAKAR PLATEAU/DAKAR/DAKAR,2022-06-26
3,Recharge via OM,624926acfd6000afd06250db73ccd5a2,20210803,200,DAKAR PLATEAU/DAKAR/DAKAR,2021-08-03
204,Recharge via OM,9b15f57b327ad966ef0a2f26d2fdd06f,20211124,1500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2021-11-24
514,Recharge Digital via O&M,4ff9fa19bfb0b26eec76115b4cc15621,20220508,2000,DAKAR PLATEAU/DAKAR/DAKAR,2022-05-08
799,Recharge via Seddo,18ccbe3b13d77ba2c002434dd45f8405,20220314,500,GRAND DAKAR/DAKAR/DAKAR,2022-03-14
306,Recharge via OM,b84b088170dfd2cdc5206bacaf3a76c7,20220328,99,KAOLACK/KAOLACK/KAOLACK,2022-03-28
109,Recharge via Seddo,a75429b9539ac5758a4d328361bc502f,20220508,700,THIAROYE/PIKINE/DAKAR,2022-05-08
430,Recharge via Seddo,a4207043d1600f218bb19c1b75bb6f3d,20220624,500,KAOLACK/KAOLACK/KAOLACK,2022-06-24
77,Recharge via Seddo,777416a8ec73ad24180e73f3924a54e4,20211109,1000,FONGOLEMBI/KEDOUGOU/KEDOUGOU,2021-11-09
84,Recharge via Seddo,009d3fc8b0335dbba4cad00aad09fbcb,20210713,200,OUROSSOGUI/MATAM/MATAM,2021-07-13
286,Pass Glob via OM Jour,10f7dac777e362718113d679a6db35be,20220621,1300,KAOLACK/KAOLACK/KAOLACK,2022-06-21
82,Recharge via Seddo,187e1ff5ed61260cf3eceab84c7e6c08,20211121,1700,DAKAR PLATEAU/DAKAR/DAKAR,2021-11-21
991,Recharge via Seddo,4e8424f295f449b21e3d73042abaab63,20210720,500,DAKAR PLATEAU/DAKAR/DAKAR,2021-07-20
789,Recharge via Seddo,23dcb3614c39982186906f6ee8308cfe,20220130,1000,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-01-30
894,Recharge via Seddo,c3b7d6bd9aad6eb6c447daac5cc5ed15,20220530,500,THIAROYE/PIKINE/DAKAR,2022-05-30
398,Recharge via Seddo,940f33ff92945e5e81f5122b966ea06f,20211129,500,DJIBANAR/GOUDOMP/SEDHIOU,2021-11-29
323,Recharge via Seddo,f8e3aa60e2f3c1cc7ffca06163f69d07,20210917,100,OUROSSOGUI/MATAM/MATAM,2021-09-17
519,Pass Glob via OM Jour,cf506ba2da0950fbf04bc219ab1277f1,20220226,200,OUROSSOGUI/MATAM/MATAM,2022-02-26
916,Recharge via Seddo,9225e35b1cb85a1e1806d2f0381dd509,20220225,20000,OUROSSOGUI/MATAM/MATAM,2022-02-25
922,Pass Glob via OM Jour,cf99a4c847c408ee15ba64ebe4a12855,20220720,4500,RUFISQUE/RUFISQUE/DAKAR,2022-07-20
5,Recharge via Seddo,136402c7275e71b487795cf8cd18ec10,20220327,700,PARCELLES ASSAINIES/DAKAR/DAKAR,2022-03-27
731,Recharge via OM,d235a3ec6857be2c87b72a9163dd25db,20220630,500,DAKAR PLATEAU/DAKAR/DAKAR,2022-06-30
465,Recharge via OM,125d1ef88a98def6ce1f84e507f2480f,20211226,500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-12-26
97,Recharge via Seddo,b8acc822050d711573477567feeb1029,20210904,500,KEDOUGOU/KEDOUGOU/KEDOUGOU,2021-09-04
266,Recharge via OM,9e7c1dee02ade94552b9f52dc8be899a,20220303,1000,FONGOLEMBI/KEDOUGOU/KEDOUGOU,2022-03-03
357,Recharge via Seddo,fd40445bcf1671b09bb15b557b31052f,20211206,200,KEDOUGOU/KEDOUGOU/KEDOUGOU,2021-12-06
868,Recharge via OM,b64e06a493f12e648cf79ddd89e2855e,20220324,2000,THIAROYE/PIKINE/DAKAR,2022-03-24
798,Recharge via Seddo,18ccbe3b13d77ba2c002434dd45f8405,20211223,500,DAKAR PLATEAU/DAKAR/DAKAR,2021-12-23
380,Recharge via Seddo,e52a6f5f0e3c8456d778a0d8e88601b9,20220328,500,AGNAM CIVOL/MATAM/MATAM,2022-03-28
631,Recharge via Seddo,ed167305bf7ee57bde60db95bb24ca52,20220513,1000,OUROSSOGUI/MATAM/MATAM,2022-05-13
381,Recharge via Seddo,ed10358866e065ccaf95aa960334df16,20210702,750,KAOLACK/KAOLACK/KAOLACK,2021-07-02
490,Recharge via OM,495b8fd96546d7897f9f3d289ea39813,20220124,100,PIKINE DAGOUDANE/PIKINE/DAKAR,2022-01-24
118,Recharge via Seddo,f29a0066143cb2888661333cdc3ac057,20210728,1000,OUROSSOGUI/MATAM/MATAM,2021-07-28
900,Recharge via Seddo,e93df4ad98605c0d676b343482f6d1e4,20210914,200,MEDINA SABAKH/NIORO DU RIP/KAOLACK,2021-09-14
250,Recharge via Seddo,c761c1e7654d28e4b273ef59df7006a3,20220310,2050,KAOLACK/KAOLACK/KAOLACK,2022-03-10
523,Recharge via OM,24fcef83ba13fcbb0ae4d7b43f68c0d9,20220606,4500,OUROSSOGUI/MATAM/MATAM,2022-06-06
9,Recharge via Seddo,9cb604f061f84fe2e985ff571d5cb22d,20220729,700,FONGOLEMBI/KEDOUGOU/KEDOUGOU,2022-07-29
196,Recharge via Seddo,41c03bf4ae5502c07a58f79d8878f39b,20220614,200,OGO/MATAM/MATAM,2022-06-14
603,Recharge via Seddo,662b3df40afcbc46e6edb6d0dcc3cb7b,20211213,200,THIAROYE/PIKINE/DAKAR,2021-12-13
81,Recharge via Seddo,577f58894fb5f4fa4c19289ab4b2a578,20210924,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2021-09-24
783,Recharge via OM,aa831faf2541bf3b8b1035e4888f34a6,20220728,1300,KAOLACK/KAOLACK/KAOLACK,2022-07-28
587,Recharge via Seddo,9375df0a54f210e9fbd45f6dcd3384a3,20220509,500,DAKAR PLATEAU/DAKAR/DAKAR,2022-05-09
797,Recharge via Seddo,18ccbe3b13d77ba2c002434dd45f8405,20211119,500,DAKAR PLATEAU/DAKAR/DAKAR,2021-11-19
239,Recharge via Seddo,5f150dee290707a1c1d7ccf31192d54c,20220718,500,KAOLACK/KAOLACK/KAOLACK,2022-07-18
290,Recharge via Seddo,ac17e28d7a22e7fb803540f9bf2e769d,20220502,1300,OUROSSOGUI/MATAM/MATAM,2022-05-02
211,Recharge via Seddo,018d0cd14d90416f5a2b9ca28add7615,20210718,200,DAKAR PLATEAU/DAKAR/DAKAR,2021-07-18
717,Recharge via Seddo,25aaa2323275a6cb9b036e99c62c7617,20211218,2000,DAKAR PLATEAU/DAKAR/DAKAR,2021-12-18
359,Recharge via Seddo,6d08c389b6a7bad9e51008624850cf21,20211205,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2021-12-05
449,Pass Glob via OM,ac944001c518ecd7521fa76729004f8f,20210930,500,OUROSSOGUI/MATAM/MATAM,2021-09-30
227,Recharge via OM,b612c12c1a2fa9091b1e890e2c0cc78b,20220718,500,DAKAR PLATEAU/DAKAR/DAKAR,2022-07-18
950,Recharge via Seddo,61ea310e3ec78cd46c75b0a6715231d4,20220527,550,KAOLACK/KAOLACK/KAOLACK,2022-05-27
946,Recharge via OM,c22a50be1cf5d28dc1ca8cd79c2a34d3,20211130,550,KAOLACK/KAOLACK/KAOLACK,2021-11-30
796,Recharge via Seddo,18ccbe3b13d77ba2c002434dd45f8405,20211107,500,DAKAR PLATEAU/DAKAR/DAKAR,2021-11-07
501,Recharge via OM,23e8da8948f93573e38b533496af8d20,20211024,500,KAOLACK/KAOLACK/KAOLACK,2021-10-24
464,Recharge via Seddo,6659464636dce12399700d74c17c79f8,20220731,2200,THIAROYE/PIKINE/DAKAR,2022-07-31
362,Recharge via Seddo,61762a00a3e70d4eb1be825cfd9c7b3d,20220525,2000,KAOLACK/KAOLACK/KAOLACK,2022-05-25
468,Recharge via OM,8900eccba5ed11be7b9b299b09231e57,20220210,1000,DAKAR PLATEAU/DAKAR/DAKAR,2022-02-10
935,Recharge via Seddo,a4e7c4ec733b9bb79754e87b64a33701,20220302,550,OUROSSOGUI/MATAM/MATAM,2022-03-02
428,Recharge via Seddo,a72a12c8924f62fd7872d9de53c800dd,20220310,100,DAKAR PLATEAU/DAKAR/DAKAR,2022-03-10
7,Recharge via Seddo,e4ecfe4ee5f9cafcebe71e519ebd2aca,20220107,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2022-01-07
155,Pass Glob via OM Jour,72cb7ae4d89d1f7b6b9148fbdc9d697f,20210821,100,KEDOUGOU/KEDOUGOU/KEDOUGOU,2021-08-21
541,Pass Glob via OM Jour,0e5a8feb27739feaba1012f058662ad1,20220425,200,KAOLACK/KAOLACK/KAOLACK,2022-04-25
440,Recharge via Seddo,e4eebe7700168603236228a80a0999f4,20220218,1850,OUROSSOGUI/MATAM/MATAM,2022-02-18
482,Recharge via Seddo,a81b0aeb26e7826d0f1ddc5979a6c0b8,20220502,550,KAOLACK/KAOLACK/KAOLACK,2022-05-02
422,Pass Glob via OM Jour,6d30507999d54714fa6e788de0feea09,20211223,1000,DAKAR PLATEAU/DAKAR/DAKAR,2021-12-23
778,Recharge via Seddo,a4e2f0e11770caededdbf553f0430ae2,20210803,550,THIAROYE/PIKINE/DAKAR,2021-08-03
949,Recharge via OM,61ea310e3ec78cd46c75b0a6715231d4,20211216,550,KAOLACK/KAOLACK/KAOLACK,2021-12-16
334,Recharge via Seddo,6098010938818b5275a19c8ed0af7b99,20220626,1000,DAKAR PLATEAU/DAKAR/DAKAR,2022-06-26
576,Recharge via OM,9ab83b776d9cac16e770534240df2dbd,20220705,2000,THIAROYE/PIKINE/DAKAR,2022-07-05
934,Recharge via Seddo,a4e7c4ec733b9bb79754e87b64a33701,20210925,550,OUROSSOGUI/MATAM/MATAM,2021-09-25
567,Pass Glob via OM,9c76d9033b54eefab32b8e0d2210e986,20220607,2000,KAOLACK/KAOLACK/KAOLACK,2022-06-07
594,Recharge via Seddo,bd4543e5e64672c184eefbde2337f450,20210701,100,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-07-01
530,Pass Glob via OM,6fe6b276f9b9aa7e391282f117e13f7d,20211212,2000,DAKAR PLATEAU/DAKAR/DAKAR,2021-12-12
581,Recharge via Seddo,ae2c0be2756e86ee0c8de378ec47e51f,20211220,500,KAOLACK/KAOLACK/KAOLACK,2021-12-20
707,Recharge via OM,3b52bfb5a44c294a29304aa772bd7ef1,20210717,500,KAOLACK/KAOLACK/KAOLACK,2021-07-17
448,Pass Glob via OM,ac944001c518ecd7521fa76729004f8f,20210930,500,OUROSSOGUI/MATAM/MATAM,2021-09-30
453,Pass via OM,ac944001c518ecd7521fa76729004f8f,20210930,500,OUROSSOGUI/MATAM/MATAM,2021-09-30
228,Recharge via Seddo,da730eaf26152c324021afb6a30d0447,20211112,600,KAOLACK/KAOLACK/KAOLACK,2021-11-12
352,Recharge via Seddo,f3c03bd62bf7e069efc00c05129c14d5,20210913,600,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-09-13
728,Recharge via OM,4c738a30fa6ea43d08abe3f888c3d5ef,20210707,100,KAOLACK/KAOLACK/KAOLACK,2021-07-07
212,Recharge via Seddo,018d0cd14d90416f5a2b9ca28add7615,20220409,500,DAKAR PLATEAU/DAKAR/DAKAR,2022-04-09
79,Recharge via Seddo,59d5c36df9ccef48b4607a2efeed7ff7,20210911,1100,DAKAR PLATEAU/DAKAR/DAKAR,2021-09-11
148,Recharge via OM,4301f14dd8906922b09dab8d43fe2951,20211208,1800,OGO/MATAM/MATAM,2021-12-08
302,Recharge via OM,a1ceedc38b71b1ce0cde626566769249,20220116,200,BANDAFASSI/KEDOUGOU/KEDOUGOU,2022-01-16
628,Recharge via Seddo,17d96d9205dbbe75b164c7e833430e76,20211123,500,THIAROYE/PIKINE/DAKAR,2021-11-23
777,Recharge via Seddo,083687f22acc7d12183afd1ba7327e47,20220218,200,THIAROYE/PIKINE/DAKAR,2022-02-18
506,Recharge via Seddo,286d8cb3fde34c41677a6066390f9dc8,20220626,2000,MBOUR/MBOUR/THIES,2022-06-26
342,Recharge via OM,2cab24e65f5adf5261a95b95c8e7c0ff,20220305,1300,BABA GARAGE/BAMBEY/DIOURBEL,2022-03-05
485,Recharge via Seddo,cee6098b9c69f11cad31a339e69eeba9,20211228,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2021-12-28
711,Recharge via Seddo,776adf8824299e764a449f32c93d828c,20211106,1500,OUROSSOGUI/MATAM/MATAM,2021-11-06
133,Recharge via Seddo,101d33cef8906c1fb26abfb907c2e55a,20220410,200,TENGHORY/BIGNONA/ZIGUINCHOR,2022-04-10
703,Recharge via Seddo,ed26e75da3bcfc34b482e73408fafe82,20210718,300,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-07-18
311,Recharge via Seddo,7e705c1905c6e09bf66b74a2716efee8,20220531,500,KAOLACK/KAOLACK/KAOLACK,2022-05-31
722,Recharge via Seddo,5555fd5bb421c3b82b40c54b2e4abe31,20210820,500,OUROSSOGUI/MATAM/MATAM,2021-08-20
629,Recharge via Seddo,8c7343b8f026f15996302cdf3afbaf7f,20220114,500,MBADAKHOUNE/GUINGUINEO/KAOLACK,2022-01-14
0,Recharge via Seddo,a80ebe8c34a88210b96c61138db9045d,20220522,1100,BANDAFASSI/KEDOUGOU/KEDOUGOU,2022-05-22
316,Recharge via Seddo,35066bb4b067f2e770f6290b61926850,20220515,1300,KAOLACK/KAOLACK/KAOLACK,2022-05-15
706,Recharge via Seddo,9c8e18db5c11ecf7d842cd8e575888d3,20220219,550,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-02-19
547,Recharge via Seddo,99cbe544243fe652d140f7d016745b66,20220531,1500,PIKINE DAGOUDANE/PIKINE/DAKAR,2022-05-31
872,Recharge via Seddo,645206b368a42c284cb10ea828547ac6,20220323,600,NDOFFANE/KAOLACK/KAOLACK,2022-03-23
532,Pass Glob via OM Jour,6fe6b276f9b9aa7e391282f117e13f7d,20220206,2000,DAKAR PLATEAU/DAKAR/DAKAR,2022-02-06
477,Recharge via OM,bcec1c389d319226f3e308a149f4043f,20210826,500,KAOLACK/KAOLACK/KAOLACK,2021-08-26
404,Recharge via Seddo,89c473e6c32cddb816e34e5d23df03ed,20220223,700,OUROSSOGUI/MATAM/MATAM,2022-02-23
172,Recharge via OM,d69aa832e871eab5181eb4dd6f860739,20220225,2200,KAOLACK/KAOLACK/KAOLACK,2022-02-25
125,Recharge via Seddo,f26afea8993a0d44d42730f9478ddee0,20220518,100,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-05-18
394,Recharge via Seddo,d25f4988f136a748a7c0a36f780b65e7,20220627,1000,VELINGARA/RANEROU/MATAM,2022-06-27
420,Recharge via Seddo,a409f7fd6d934ecdaefd0a1317b6146c,20220705,550,BOGHAL/BOUNKILING/SEDHIOU,2022-07-05
552,Recharge via Seddo,6ec0ea981105443bb7eab0507ad8091f,20220417,200,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-04-17
903,Recharge via Seddo,e1316874fd9ff1ca1a3bbe2050e20bce,20220131,2000,DAKAR PLATEAU/DAKAR/DAKAR,2022-01-31
90,Recharge via Seddo,30f0011494dedaa533c3dd77365cb493,20211019,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2021-10-19
939,Recharge via Seddo,c28779e07aaa13fbd744474074b7936c,20220202,1100,KAOLACK/KAOLACK/KAOLACK,2022-02-02
181,Pass Glob via OM,ee35ec8cea548b98513dc7ec449a9608,20220625,1000,DAKAR PLATEAU/DAKAR/DAKAR,2022-06-25
274,Recharge via Seddo,4441d7ef9d0e2a79b7d6df11a42211ee,20210715,1300,DAKAR PLATEAU/DAKAR/DAKAR,2021-07-15
895,Recharge via Seddo,498bf30c6a31d02833e052a8848bf261,20210815,500,TENGHORY/BIGNONA/ZIGUINCHOR,2021-08-15
69,Recharge via Seddo,67aff90545ba2a7c662eb73144129c26,20220515,500,THIAROYE/PIKINE/DAKAR,2022-05-15
291,Recharge via Seddo,77195bf69c81d6e01f936c5276a773cb,20211029,1000,KAOLACK/KAOLACK/KAOLACK,2021-10-29
131,Pass Glob via OM,9cc95e5307e1a7b6867d2ae8c03385a7,20220715,1690,MBADAKHOUNE/GUINGUINEO/KAOLACK,2022-07-15
300,Recharge via OM,a1ceedc38b71b1ce0cde626566769249,20220116,100,BANDAFASSI/KEDOUGOU/KEDOUGOU,2022-01-16
424,Recharge via Seddo,73d2a7f62f81d12e7c9a5a16f7ad91f7,20210705,500,KAOLACK/KAOLACK/KAOLACK,2021-07-05
326,Recharge via Seddo,7d307a85b27262dd431177584f081c4e,20220307,500,BANDAFASSI/KEDOUGOU/KEDOUGOU,2022-03-07
144,Recharge via Seddo,83e0f12e0bfc077fc7fefcb51ca2bbd6,20220408,250,KEDOUGOU/KEDOUGOU/KEDOUGOU,2022-04-08
423,Recharge via OM,a6d7a3821050476c041ec645a51ac2e1,20211018,500,OUROSSOGUI/MATAM/MATAM,2021-10-18
580,Recharge via OM,dc9c8b256477a4778b343e3339dca04b,20220729,500,BAMBILOR/RUFISQUE/DAKAR,2022-07-29
135,Recharge via Seddo,94383be4051f7a1e25f17e074ce86aa4,20210820,250,OUROSSOGUI/MATAM/MATAM,2021-08-20
450,Pass Glob via OM Jour,ac944001c518ecd7521fa76729004f8f,20210930,500,OUROSSOGUI/MATAM/MATAM,2021-09-30
164,Recharge via Seddo,27c8661576d887fafda56e2c0053a595,20220708,600,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-07-08
28,Recharge via Seddo,b89782aff5cc594b9c32cc452d7d40f1,20220509,500,RANEROU/RANEROU/MATAM,2022-05-09
773,Recharge via OM,37193ef8835c3665975dd83c1c5e455c,20220727,2200,DAKAR PLATEAU/DAKAR/DAKAR,2022-07-27
193,Recharge via Seddo,08024446d9acf0e98e04dd688c4512c4,20211106,500,THIAROYE/PIKINE/DAKAR,2021-11-06
388,Recharge via Seddo,34b57aa9811805987d73b942617682a2,20210924,200,KAOLACK/KAOLACK/KAOLACK,2021-09-24
852,Recharge via Seddo,e88e4b4ac263bdedb7d158d0532ded6b,20220206,1000,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2022-02-06
169,Recharge via Seddo,95689dd368fd9526506ae7a1527ac3ac,20211023,550,FONGOLEMBI/KEDOUGOU/KEDOUGOU,2021-10-23
705,Pass Glob via OM Jour,6db2046c5cb0b0e43146a95748c8aab2,20210710,1000,DAKAR PLATEAU/DAKAR/DAKAR,2021-07-10
140,Recharge via Seddo,bdb99164338120c66f53a6f98c74cf37,20220714,2000,FONGOLEMBI/KEDOUGOU/KEDOUGOU,2022-07-14
173,Pass Glob via OM Jour,d69aa832e871eab5181eb4dd6f860739,20220629,5000,KAOLACK/KAOLACK/KAOLACK,2022-06-29
6,Recharge via Seddo,c4cc4fe1b8d92eb963c0bcc3624f799b,20210930,500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-09-30
745,Recharge via Seddo,0daa7e8ee3203ad599f6c616c80c9d1f,20220522,500,THIAROYE/PIKINE/DAKAR,2022-05-22
478,Recharge via Seddo,bcec1c389d319226f3e308a149f4043f,20220204,500,KAOLACK/KAOLACK/KAOLACK,2022-02-04
73,Recharge via Seddo,4b1cf0c738a5280f5de7197e2a3c92e4,20220605,100,BEMBOU/SARAYA/KEDOUGOU,2022-06-05
910,Recharge via Seddo,4b13d72c792c99ff26cebc8f54b35b8d,20220308,500,KAOLACK/KAOLACK/KAOLACK,2022-03-08
813,Recharge via OM,85988e452d0c8e900b58791564b698ec,20210706,1000,KAOLACK/KAOLACK/KAOLACK,2021-07-06
238,Pass Glob via OM,5749f0ed077576e40a4076ee0e9db338,20211228,100,KAOLACK/KAOLACK/KAOLACK,2021-12-28
145,Recharge via Seddo,84b80813c219ccdf0bac52cb7db594ec,20210801,2500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-08-01
792,Recharge via Seddo,b403698d707fa976d4eecf197b1838b7,20211218,600,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-12-18
234,Pass Glob via OM,32fae1687329a2526446697fc63b6edb,20220328,500,KAOLACK/KAOLACK/KAOLACK,2022-03-28
220,Recharge via Seddo,f705e918fb3f939d5b3a4cf9b6ef5720,20211019,500,DAKAR PLATEAU/DAKAR/DAKAR,2021-10-19
923,Recharge via Seddo,9d83f0e5070fdf749fe86126ab382442,20211118,100,OUROSSOGUI/MATAM/MATAM,2021-11-18
500,Recharge via Cartes,23e8da8948f93573e38b533496af8d20,20211017,1000,KAOLACK/KAOLACK/KAOLACK,2021-10-17
132,Recharge via Seddo,f3049231d971a8993f47d7deeeecadfe,20210807,750,BANDAFASSI/KEDOUGOU/KEDOUGOU,2021-08-07
990,Recharge via Seddo,2827daa9207408f3b62d67f2fe900973,20220624,500,THIAROYE/PIKINE/DAKAR,2022-06-24
774,Recharge via OM,37193ef8835c3665975dd83c1c5e455c,20220727,500,DAKAR PLATEAU/DAKAR/DAKAR,2022-07-27
185,Recharge via Seddo,e7e0ec5a0c8163105970fc64d40fc76d,20220418,100,AGNAM CIVOL/MATAM/MATAM,2022-04-18
41,Recharge via Seddo,23053af77869fdb7f903121b1d9d4a33,20210913,500,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-09-13
696,Recharge via OM,187a0fafa7f838b27c542ea15b7492cc,20220305,500,GRAND DAKAR/DAKAR/DAKAR,2022-03-05
108,Recharge via Seddo,a75429b9539ac5758a4d328361bc502f,20220508,1000,THIAROYE/PIKINE/DAKAR,2022-05-08
588,Recharge via Seddo,97af7f05be23553299f3dcee7c1dedcd,20220212,500,THIAROYE/PIKINE/DAKAR,2022-02-12
56,Recharge via Seddo,35ab9999a141ab00ede580d4f8fec093,20211028,250,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR,2021-10-28
405,Recharge via OM,4695473087ef59d2865fae69691fdd92,20210923,2500,DAKAR PLATEAU/DAKAR/DAKAR,2021-09-23
