,ID_CM,Age_CM,Niveau_educ,Privation_eau,Privation_electricite,Privation_communication,Handicap_visuel,Hnadicap_auditif,Handicap_moteur,Alphabetisation_CM,Frequentation_scolaire_CM,Formation_professionnelle_CM,Mais,Riz,Sorgho,Fonio,Mil,Aubergine_amere,Aubergine_douce,Chou,Gombo,Piment,Carotte,Navet,Concombre,Laitue_salade,Culture_pluviale,Elevage,Culture_maraichere,Arboriculture_fruitiere,Peche_aquaculture,Annees_etudes,Frequentation_scolaire_des_enfants,Subsistance,Malade,Combustible_cuisson,Assainissement,Eau,Electricite,Sol,Biens,Logement,Acces_eau_e10,Toilettes_e08a,Toilettes_e08b,Score_privation,Score_handicap
104,fbe59dbce0374e5c3ec03bc009b31819,24,3,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,23,2,0,1,5,51,09,02,10,22,8,12,11,0,0.3333333333333333,0.6666666666666666
105,df33235b9a72616766e01e82b59785ce,32,2,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,22,1,1,0,3,51,09,01,07,25,2,13,12,1,0.3333333333333333,0.6666666666666666
106,c893d91c5f77cf8ffd4c6c8fbc09277e,37,2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,3,2,0,0,4,31,03,01,01,10,7,31,51,1,0.6666666666666666,0.6666666666666666
107,026b0a68fda2c6c3de3cd93c2976ae4c,38,5,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,14,1,1,1,9,11,04,03,09,20,9,32,51,0,1.0,0.3333333333333333
108,ba86304e1faed72411e78a72f4fe6a49,72,5,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,15,2,0,1,5,21,03,05,11,30,3,81,23,0,0.6666666666666666,0.6666666666666666
109,be492bf5c2e8b03bd28045801d4fd6a6,26,4,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,12,0,0,1,2,31,04,06,09,25,9,51,23,0,0.6666666666666666,0.6666666666666666
110,bc090192d6e6ee288065e2b9940e86ae,67,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,2,1,1,2,23,05,09,10,8,9,13,41,0,0.3333333333333333,0.6666666666666666
111,aadae5c9c28a1b77584de3575ff6620d,66,2,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,3,2,0,1,1,99,06,09,06,4,3,31,11,0,0.6666666666666666,1.0
112,0f059101b09ac9c6b386e4cb5406c96e,77,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,3,1,0,0,3,22,99,07,09,3,2,42,99,1,0.0,0.6666666666666666
113,c6d6b880181f69225d8e8e26ae10f9b4,85,4,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,12,1,1,1,9,12,04,05,07,2,9,81,22,0,1.0,0.0
114,bed633a1c0e8b076e7502e11e085ce99,50,5,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,7,2,1,0,1,11,04,02,10,9,3,11,23,0,1.0,0.6666666666666666
115,d93c1224f4bd16bfe8cbedcdbcd21bb6,88,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,5,0,1,0,4,22,06,08,08,33,5,51,99,1,0.3333333333333333,0.6666666666666666
116,fa27da797203acf4ce7235a8e9dd8462,19,2,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,21,1,0,1,9,21,07,99,10,1,5,11,41,0,0.3333333333333333,1.0
117,c4ff127d487e615514c1d164d0c5e65c,32,2,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,15,0,0,0,3,11,07,04,04,22,7,81,23,1,0.6666666666666666,0.3333333333333333
118,86f648f977e7ee9bb30f6870b1972c2d,86,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,24,2,0,1,1,23,09,99,06,29,9,42,12,0,0.6666666666666666,0.0
119,9801b6d3294dabcb21d78d10d59e8f4f,52,5,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,4,12,03,99,09,21,3,11,51,1,0.3333333333333333,0.6666666666666666
120,8ba8b9899ae524f375d4cae69db0f3c1,61,5,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,7,2,1,1,5,11,03,07,05,23,2,61,31,1,0.3333333333333333,0.3333333333333333
121,415522f749d0e2dfdb237f2700a5306b,32,3,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,10,2,0,0,4,22,09,99,04,1,7,13,11,0,0.3333333333333333,0.0
122,32c4ef89459c782a2f4826f5b6f8fefb,55,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,4,0,0,1,9,51,10,08,05,1,4,42,51,1,0.6666666666666666,0.3333333333333333
123,410d3c47dff5bd6abf21f0bcce38d882,73,4,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,10,1,1,0,1,21,99,99,03,3,7,51,99,1,0.6666666666666666,0.6666666666666666
124,fdaa050d44f8db589e4371fbe3984407,38,5,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,15,1,0,0,9,99,07,04,04,16,3,71,22,0,0.0,0.3333333333333333
125,f4ca5f8daade4e2e383396bf41f52ded,76,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,16,1,1,0,9,12,06,04,02,19,8,32,12,0,0.3333333333333333,0.3333333333333333
126,f3909dc4f984fe869328776543eff0fd,18,2,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,11,2,0,1,3,11,08,99,05,17,1,42,21,0,0.6666666666666666,0.6666666666666666
127,3fb35144345dd5fb364778ecc7024643,51,4,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,13,2,1,1,5,21,11,04,10,4,4,31,22,1,1.0,0.6666666666666666
128,5f3ee265abd582a668a17b04ca878813,82,3,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,23,0,0,0,5,51,06,04,05,22,9,81,22,0,0.3333333333333333,0.6666666666666666
129,2126b4fc133ae28230a7ec9ae2c584fc,40,5,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,18,0,1,0,3,21,05,09,06,27,7,14,12,1,0.3333333333333333,0.3333333333333333
130,fba1988ecc780c88e470a581fb76421b,82,2,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,17,2,1,0,3,31,10,04,03,24,5,41,31,0,0.3333333333333333,0.6666666666666666
131,6479156b93557200d8540c067cf6c4e5,31,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,23,1,0,1,9,51,11,04,99,15,8,81,22,1,0.0,0.3333333333333333
132,15b4572a77f54fbe29a2ac2de3a8b022,56,5,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,22,0,1,0,3,31,03,09,02,2,4,31,23,0,0.6666666666666666,0.6666666666666666
133,ed287d7c33cd90a66cbe5e35bb087dc0,82,5,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,14,1,1,1,2,31,11,08,03,23,3,13,51,1,0.3333333333333333,0.6666666666666666
134,c5ff4a64f4a70c00e655767e37d98310,43,5,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,7,0,0,1,2,12,01,07,06,28,3,32,41,0,1.0,0.6666666666666666
135,ca95b7c138c2be9835f83c8108f473dc,37,5,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,24,1,1,1,4,21,04,09,99,10,4,31,21,1,1.0,0.6666666666666666
136,f47afa1aa299435f0e610220cec56e2c,65,4,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,16,1,1,0,3,41,99,09,09,31,3,13,12,1,0.3333333333333333,0.0
137,9800855dbb258c05b874c424cd771856,38,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,3,1,0,0,5,22,10,04,07,23,3,71,51,0,0.3333333333333333,0.0
138,fb7c378b0f6a13039b674bf38009d7c2,87,5,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,8,0,1,0,3,51,09,09,01,27,5,31,23,1,1.0,0.3333333333333333
139,266a4928aef3a5e1c05e2277d08f0d4b,85,5,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,15,0,1,0,1,11,01,07,07,9,3,71,12,0,0.6666666666666666,0.3333333333333333
140,125a7df0e52d7a1ef0b6511ec6399996,18,3,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,19,1,0,1,1,11,02,09,03,11,7,42,11,0,0.0,0.3333333333333333
141,7341d16ca03349cea74242c231f13f43,59,4,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,19,1,1,1,9,51,04,99,11,1,4,11,22,1,0.6666666666666666,0.6666666666666666
142,be267a4f8fb5b2487ba1ebcbbe7d3492,80,2,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,18,1,1,1,1,41,04,09,01,10,8,13,51,1,0.6666666666666666,0.0
143,a1acbf3f42365056d1540b708e03909f,20,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,16,2,1,0,1,22,11,03,10,7,9,41,31,1,0.6666666666666666,1.0
144,ed83618de84e1c5ed291cc4c3ced0f57,32,2,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,9,22,08,06,09,28,4,61,12,1,0.3333333333333333,0.6666666666666666
145,b2bf9486e2c26922006accc9581315aa,64,2,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,17,0,0,1,2,11,11,09,02,20,7,12,23,1,0.3333333333333333,0.3333333333333333
146,6fa96e57934095f0529bac29f31647fe,57,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,21,07,02,09,34,9,71,12,1,0.3333333333333333,0.3333333333333333
147,56194b9e622d73ece7c17e0db0a490a7,48,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,23,1,1,1,5,21,02,08,01,11,2,32,41,1,0.3333333333333333,1.0
148,918fe2a149dd2acf2cdf5da149177365,25,2,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,11,2,0,1,5,31,10,04,11,13,3,71,23,0,0.6666666666666666,0.3333333333333333
149,a49e2ca98f7ca2f9fbed5e30e89efbc1,48,3,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,8,0,0,1,4,12,02,09,05,1,6,31,99,0,1.0,0.3333333333333333
150,c07e829e2b9fc25e86a3f761ac9f96db,28,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,17,2,1,0,4,51,06,07,01,20,5,41,41,0,1.0,0.6666666666666666
151,2ba34cb3fa9c4388768884b78c253181,28,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,6,1,1,0,4,41,11,09,11,12,2,41,41,0,1.0,0.0
152,3ee92a198ae3330a9c5d7b9c62d143f8,80,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,18,2,1,1,9,41,08,02,10,29,5,41,99,1,0.6666666666666666,0.3333333333333333
153,3805557cbe1a49b2ae251229fe55df06,26,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,19,2,1,0,1,41,08,07,99,1,6,61,99,0,0.3333333333333333,0.6666666666666666
154,3c645765b0b320478874a528635f3fc9,86,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,18,2,0,1,3,99,01,06,99,7,3,71,21,0,0.6666666666666666,0.3333333333333333
155,8f7d06193360d75bf335a00468c56703,34,2,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,24,0,0,1,1,21,02,03,99,14,9,13,22,0,0.3333333333333333,0.6666666666666666
156,01ea01f8732c67d8d2f4bcf2526face7,34,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,3,1,0,0,4,12,05,03,10,30,8,11,51,1,0.6666666666666666,0.6666666666666666
157,d0553ffbee0ef4e6c1e765b3a0d9dc29,78,4,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,6,0,1,0,2,21,02,04,10,25,9,42,22,0,1.0,0.0
158,2e1a82c4179798fa73a02a5c8f464a25,88,4,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,23,2,0,1,2,51,02,06,02,1,5,81,21,0,0.3333333333333333,0.6666666666666666
159,23a685ed90580d5db5857c2cc4882358,39,5,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,5,0,1,1,2,23,02,01,06,29,8,13,51,1,1.0,1.0
160,41a8b0a7cb43186a76a4c6a51390a367,51,4,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,21,0,1,1,1,41,06,08,02,11,6,61,99,1,0.3333333333333333,0.3333333333333333
161,61385c2c32ddb3186fbfc952c242498b,85,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,8,1,0,0,3,21,99,99,05,0,1,42,41,0,0.3333333333333333,0.6666666666666666
162,fcf669a9b90be864557fcdd3f2703d4f,72,5,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,22,2,0,0,1,12,09,99,99,13,5,13,11,1,1.0,0.3333333333333333
163,db7c5962e2c1388620cdad9293c1303b,45,2,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,20,1,1,1,9,22,02,04,02,9,5,13,21,0,0.6666666666666666,0.6666666666666666
164,88d7b6e00efc9920344fb13623928ed1,87,4,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,13,0,0,0,4,22,11,08,05,17,8,14,99,1,0.3333333333333333,0.6666666666666666
165,9babdd75287f3780cae41c6dd9b60904,43,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,11,0,1,0,3,23,07,09,01,33,5,81,23,0,0.6666666666666666,0.6666666666666666
166,2678131db1db82151de4b476309c7c65,57,4,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,15,2,0,1,1,31,03,08,06,12,2,12,41,0,0.3333333333333333,0.0
167,f00ded117d29d3813ee54dbf137ced7a,69,3,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,23,1,0,0,5,31,04,04,01,9,8,81,22,1,0.3333333333333333,0.6666666666666666
168,244edd234f7a2581cec14a9c84937325,65,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,24,0,1,0,4,99,02,06,09,14,7,51,31,0,0.3333333333333333,0.3333333333333333
169,ba87e70b5b4228561d982df2418a2ded,74,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,12,0,1,0,4,21,06,03,06,29,5,71,31,1,1.0,0.3333333333333333
170,0c06a18d49c2cae82be307a11365ba56,84,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,7,2,1,0,5,31,04,02,01,30,4,42,31,0,0.3333333333333333,0.6666666666666666
171,8655f13833c0dd0e19b6e425ea6f5573,75,5,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,21,2,0,1,2,41,10,99,11,23,5,11,11,1,1.0,0.3333333333333333
172,6fe0664913f255cbeb4a589fd036ac98,33,4,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,16,0,1,1,5,31,05,99,02,26,5,51,12,0,0.6666666666666666,0.6666666666666666
173,bf43888c0d0c6b8c7391aab121da5f25,49,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,13,1,0,1,4,41,03,09,99,31,2,41,21,1,0.3333333333333333,0.0
174,ca61dad7003925b44d2b79f2e09254a7,46,5,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,9,0,1,1,1,21,09,01,04,30,1,81,12,0,0.3333333333333333,0.0
175,8bbbc1bcc67263da849e10e3777b54b5,26,3,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,10,1,1,1,3,12,02,07,11,17,6,14,12,0,0.0,0.6666666666666666
176,d828cad5351367585e365c4ab530f92d,61,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,11,1,0,1,5,21,02,09,05,24,8,14,23,0,0.6666666666666666,0.3333333333333333
177,f207abad96f15c7a28da96f4ef704a3e,20,3,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,4,0,0,1,4,31,06,05,08,24,5,31,31,0,0.3333333333333333,0.6666666666666666
178,ff4ed5340a54d9d8afb3dd8980df3fe5,88,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,6,2,0,1,3,11,09,99,11,34,1,81,21,0,1.0,0.6666666666666666
179,be6ea438adc17938028069e1f0cda8e7,47,5,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,21,0,0,1,2,23,08,07,05,20,7,31,31,0,0.6666666666666666,0.0
180,f836fbd92e1c92923b5c1a5382a8ad4c,46,5,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,11,1,1,0,1,23,99,01,99,13,6,32,22,1,0.3333333333333333,0.3333333333333333
181,b7bbc4af8e27549bef5369c9173e8398,18,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,13,2,0,1,3,12,07,04,03,11,3,14,31,1,0.6666666666666666,0.6666666666666666
182,61ef204ab959079c6d582ac0380966f9,27,3,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,5,2,0,0,9,23,06,04,10,17,6,61,31,1,0.3333333333333333,0.6666666666666666
183,35a67512e1ffb02fbe2f08999c55241e,25,4,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,6,0,1,1,2,51,01,05,99,7,4,42,22,1,0.6666666666666666,0.3333333333333333
184,9c8958b30104c37476be41e5e45dd528,47,2,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,5,2,1,0,3,31,10,03,07,18,3,32,11,1,0.3333333333333333,0.6666666666666666
185,5b185cfd4a84b121af6295fa7994127b,26,5,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,2,1,1,2,22,02,99,04,32,4,11,12,0,0.6666666666666666,0.6666666666666666
186,3d2d38b7c8f8e2fa6fb36da971102ec2,22,3,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,18,1,0,1,2,51,07,99,07,18,3,51,41,0,1.0,0.6666666666666666
187,eb014763daa75ed8b8d3698846e1abfd,60,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,22,1,1,1,1,41,04,06,05,9,5,13,31,0,0.6666666666666666,0.0
188,5beb1785736a6129741e885627775920,27,4,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,7,1,0,0,4,22,10,01,02,26,5,61,23,0,0.3333333333333333,0.3333333333333333
189,7f7c65dc8edf30307e24212fea626347,83,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,9,0,1,0,1,51,08,09,03,32,5,71,51,0,1.0,1.0
190,1542c4cf8fb00f6eb06a9df9389402ae,48,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,14,0,0,1,3,99,11,07,03,2,9,11,11,1,0.0,0.6666666666666666
191,9e23c9e221b92f98c4d360971d17dab6,53,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,9,2,1,0,2,21,06,08,07,31,4,81,31,0,0.3333333333333333,0.0
192,fd28f3e7ddc604640bf05a2ff497615d,80,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,22,1,1,0,1,31,01,03,05,28,5,14,23,1,0.6666666666666666,0.3333333333333333
193,e90612afa871b9f7a7759d84d766206c,45,2,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,9,0,1,0,9,41,06,03,08,22,6,51,23,1,0.3333333333333333,0.6666666666666666
194,ea159d70d634e8ff66821fbc3e6bc3d4,87,5,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,5,2,1,0,1,23,08,07,03,30,2,81,31,0,0.6666666666666666,0.6666666666666666
195,187ae5599f3f8e8c89575f12b6b74e24,34,4,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,19,2,1,1,4,99,99,07,06,18,6,32,12,1,0.3333333333333333,0.6666666666666666
196,d46a20eea78cc1be3ae878e742a7dd4c,78,3,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,19,1,1,0,4,31,10,03,99,27,6,41,23,1,0.6666666666666666,1.0
197,45044f2b33c3cae13baf99a829e79c3c,49,3,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,22,0,0,0,2,99,03,09,05,22,1,81,31,0,0.3333333333333333,0.0
198,67e4ddea84f37bf1571856727071b73f,78,2,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,24,1,0,0,2,41,02,02,99,33,9,61,21,0,0.3333333333333333,0.6666666666666666
199,a3bf4e97be38215b61a573e356f18d35,70,3,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,13,2,1,1,2,23,06,01,04,21,8,51,12,0,0.0,1.0
200,3d785cd2f4505c398a13728f0b4c552b,42,4,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,4,2,1,0,5,51,02,08,99,28,8,11,11,1,0.6666666666666666,1.0
201,99ccb84f1884549c2127053df9b7d803,30,4,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,7,2,1,0,4,41,01,07,10,23,6,13,21,1,0.6666666666666666,0.3333333333333333
202,60d6f334ed6db5b2c11a6563c2010035,30,3,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,17,0,1,0,3,41,11,08,99,25,5,51,11,1,0.6666666666666666,0.6666666666666666
203,14605afb01ed5d852b574a754cd9f470,73,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,2,2,0,0,5,31,10,08,03,19,8,31,22,0,1.0,0.0
204,73874a12b1847e1ec468224020c225f4,63,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,15,0,1,0,5,31,09,08,05,23,3,31,99,0,0.6666666666666666,0.3333333333333333
205,d1089b9c1244bed2ac94b83da1c6458b,72,4,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,3,2,0,0,3,51,02,09,06,5,9,11,99,1,0.6666666666666666,0.6666666666666666
206,4e44c9e71d40be049dcd43997ff85893,70,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,18,0,0,0,5,51,01,07,04,11,2,13,51,0,0.0,0.3333333333333333
207,33625eb0f5345f152cd6a69a9984038b,77,2,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,22,0,1,0,5,11,01,08,10,17,6,42,11,1,0.0,0.6666666666666666
208,fd3121bcc50e861042d0b5f511e72779,24,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,13,0,1,0,2,31,11,04,99,8,8,51,51,1,0.3333333333333333,0.6666666666666666
209,65200e57ea7783083996dee1b2e105dc,30,5,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,2,2,0,1,9,12,10,99,07,28,1,14,12,0,0.6666666666666666,0.6666666666666666
210,1791881b28ce6c4bf059f7a697114415,25,3,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,24,1,1,0,4,99,05,08,01,15,7,41,22,0,0.3333333333333333,0.3333333333333333
